"country","date","name","actual","consensus","previous","volatility"
"Australia","20130611 01:30:00","Home Loans","","2.000  %","5.200  %","2"
"Australia","20130611 01:30:00","National Australia Bank's Business Confidence","",""," -2.000 ","2"
"Japan","20130611 03:00:00","BoJ Interest Rate Decision","","0.100  %","0.100  %","2"
"Japan","20130611 03:00:00","BoJ Monetary Policy Statement ","","","","2"
"Switzerland","20130611 05:45:00","SECO Economic Forecasts","","","","2"
"Japan","20130611 06:00:00","Machine Tool Orders (YoY)","","","-24.100  %","2"
"United Kingdom","20130611 08:30:00","Industrial Production (YoY)","","-0.700  %","-1.400  %","2"
"United Kingdom","20130611 08:30:00","Manufacturing Production (YoY)","","-0.400  %","-1.400  %","2"
"Germany","20130611 11:00:00","Germany Constitutional court ruling on OTM bond buying","","","","2"
"United States","20130611 12:55:00","Redbook index (YoY)","","","2.900  %","1"
"United States","20130611 12:55:00","Redbook index (MoM)","","","0.600  %","1"
"Mexico","20130611 13:00:00","Industrial Output (MoM)","","","-0.300  %","1"
"Mexico","20130611 13:00:00","Industrial Output (YoY)","","","-4.900  %","1"
"United Kingdom","20130611 14:00:00","NIESR GDP Estimate (3M)","","","0.800  %","2"
"United States","20130611 14:00:00","Wholesale Inventories","","0.200  %","0.400  %","1"
"Korea, Republic of","20130611 21:00:00","Export Price Growth (YoY)","","","-5.700  %","1"
"New Zealand","20130611 22:15:00","REINZ House Price Index (MoM)","","","0.800  %","2"
"New Zealand","20130611 22:45:00","Electronic Card Retail Sales  (MoM)","","","0.600  %","2"
"New Zealand","20130611 22:45:00","Electronic Card Retail Sales (YoY)","","","5.200  %","2"
"Korea, Republic of","20130611 23:00:00","Unemployment Rate","","","3.100  %","1"
"Japan","20130611 23:50:00","Domestic Corporate Goods Price Index (YoY)","","0.700  %","0.000  %","1"
"Japan","20130611 23:50:00","Domestic Corporate Goods Price Index (MoM)","","","0.300  %","1"
"Japan","20130611 23:50:00","Machinery Orders (YoY)","","","2.400  %","2"
"Japan","20130611 23:50:00","Machinery Orders (MoM)","","-8.300  %","14.200  %","1"
