"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20170201 00:01:00","BRC Shop Price Index (YoY)","","","","1"
"Japan","20170201 00:30:00","Nikkei Manufacturing PMI","","","","1"
"China","20170201 01:00:00","Non-manufacturing PMI","","","","2"
"China","20170201 01:00:00","NBS Manufacturing PMI","","","","3"
"Australia","20170201 05:30:00","RBA Commodity Index SDR (YoY)","","","","1"
"Russia","20170201 06:00:00","HSBC Manufacturing PMI	","","","","1"
"United Kingdom","20170201 07:00:00","Nationwide Housing Prices s.a (MoM)","","","","1"
"United Kingdom","20170201 07:00:00","Nationwide Housing Prices n.s.a (YoY)","","","","1"
"European Monetary Union","20170201 08:00:00","Non-monetary policy's ECB meeting","","","","3"
"Spain","20170201 08:15:00","Markit Manufacturing PMI","","","","1"
"Switzerland","20170201 08:30:00","SVME - Purchasing Managers' Index","","","","1"
"Italy","20170201 08:45:00","Markit Manufacturing PMI","","","","1"
"France","20170201 08:50:00","Markit Manufacturing PMI","","","","1"
"Germany","20170201 08:55:00","Markit Manufacturing PMI","","","","2"
"Greece","20170201 09:00:00","Markit Manufacturing PMI","","","","1"
"European Monetary Union","20170201 09:00:00","Markit Manufacturing PMI","","","","2"
"United Kingdom","20170201 09:30:00","Markit Manufacturing PMI","","","","2"
"European Monetary Union","20170201 10:00:00","European Commission Releases Economic Growth Forecasts","","","","2"
"Brazil","20170201 11:00:00","Industrial Output (MoM)","","","","1"
"Brazil","20170201 11:00:00","Industrial Output (YoY)","","","","1"
"United States","20170201 12:00:00","MBA Mortgage Applications","","","","1"
"Brazil","20170201 12:00:00","HSBC PMI Manufacturing","","","","1"
"India","20170201 12:00:00","M3 Money Supply","","","","1"
"United States","20170201 13:15:00","ADP Employment Change","","","","2"
" pesos"","20170201 14:00:00",""Fiscal Balance","","","","Mexico"
"Canada","20170201 14:30:00","RBC Manufacturing PMI","","","","2"
"United States","20170201 14:45:00","Markit Manufacturing PMI","","","","2"
"United States","20170201 15:00:00","ISM Manufacturing PMI","","","","3"
"United States","20170201 15:00:00","ISM Prices Paid","","","","3"
"United States","20170201 15:00:00","Construction Spending (MoM)","","","","2"
"United States","20170201 15:30:00","EIA Crude Oil Stocks change","","","","1"
"Brazil","20170201 17:00:00","Trade Balance","","","","1"
"United States","20170201 19:00:00","Fed's Monetary Policy Statement","","","","3"
"United States","20170201 19:00:00","Total Vehicle Sales","","","","1"
"United States","20170201 19:00:00","Fed Interest Rate Decision","","","","3"
"Japan","20170201 23:50:00","Monetary Base (YoY)","","","","1"
"Japan","20170201 23:50:00","Foreign bond investment","","","","2"
"Japan","20170201 23:50:00","Foreign investment in Japan stocks","","","","2"
