"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20171109 00:01:00","RICS Housing Price Balance","","","","2"
"Australia","20171109 00:30:00","Home Loans","","","","2"
"Australia","20171109 00:30:00","Investment Lending for Homes","","","","2"
"China","20171109 01:30:00","Producer Price Index (YoY)","","","","2"
"China","20171109 01:30:00","Consumer Price Index (MoM)","","","","2"
"China","20171109 01:30:00","Consumer Price Index (YoY)","","","","2"
"Japan","20171109 05:00:00","Eco Watchers Survey: Outlook","","","","2"
"Japan","20171109 05:00:00","Eco Watchers Survey: Current","","","","2"
"Switzerland","20171109 06:45:00","Unemployment Rate s.a (MoM)","","","","2"
"Germany","20171109 07:00:00","Trade Balance s.a.","","","","2"
"Germany","20171109 07:00:00","Exports (MoM)","","","","2"
"Germany","20171109 07:00:00","Current Account n.s.a.","","","","2"
"Germany","20171109 07:00:00","Imports (MoM)","","","","2"
"European Monetary Union","20171109 09:00:00","Economic Bulletin","","","","2"
"Greece","20171109 10:00:00","Industrial Production (YoY)","","","","1"
"Greece","20171109 10:00:00","Consumer Price Index - Harmonized (YoY)","","","","1"
"Greece","20171109 10:00:00","Consumer Price Index (YoY)","","","","1"
"Greece","20171109 10:00:00","Unemployment Rate (MoM)","","","","1"
"European Monetary Union","20171109 10:00:00","European Commission Releases Economic Growth Forecasts","","","","2"
"European Monetary Union","20171109 10:00:00","ECB Cœuré Speech","","","","2"
"Portugal","20171109 11:00:00","Global Trade Balance","","","","1"
"Portugal","20171109 11:00:00","Unemployment Rate","","","","1"
"United Kingdom","20171109 13:00:00","NIESR GDP Estimate (3M)","","","","2"
"Russia","20171109 13:00:00","Central Bank Reserves $","","","","1"
"United States","20171109 13:30:00","Continuing Jobless Claims","","","","2"
"United States","20171109 13:30:00","Initial Jobless Claims","","","","2"
"Canada","20171109 13:30:00","New Housing Price Index (YoY)","","","","1"
"Canada","20171109 13:30:00","New Housing Price Index (MoM)","","","","1"
"European Monetary Union","20171109 13:45:00","ECB Vice President Vitor Constancio speech","","","","2"
"Mexico","20171109 14:00:00","Core Inflation","","","","1"
"Mexico","20171109 14:00:00","Headline Inflation","","","","1"
"Mexico","20171109 14:00:00","12-Month Inflation","","","","1"
"United States","20171109 15:00:00","Wholesale Inventories","","","","1"
"United States","20171109 15:30:00","EIA Natural Gas Storage change","","","","1"
"Switzerland","20171109 16:30:00","SNB Chairman Jordan Speech","","","","2"
"United States","20171109 17:00:00","30-Year Bond Auction","","","","1"
"Germany","20171109 18:00:00","German Buba President Weidmann speech","","","","2"
"European Monetary Union","20171109 18:20:00","ECB's Lautenschläger Speech","","","","2"
"Mexico","20171109 19:00:00","Central Bank Interest Rate","","","","1"
"New Zealand","20171109 21:45:00","Electronic Card Retail Sales (YoY)","","","","2"
"New Zealand","20171109 21:45:00","Electronic Card Retail Sales  (MoM)","","","","2"
"Japan","20171109 23:50:00","Money Supply M2+CD (YoY)","","","","1"
