"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20151127 00:05:00","Gfk Consumer Confidence","","","","2"
"Germany","20151127 07:00:00","Import Price Index (MoM)","","","","1"
"Germany","20151127 07:00:00","Import Price Index (YoY)","","","","1"
"United Kingdom","20151127 07:00:00","Nationwide Housing Prices n.s.a (YoY)","","","","1"
"United Kingdom","20151127 07:00:00","Nationwide Housing Prices s.a (MoM)","","","","1"
"France","20151127 07:45:00","Producer Prices (MoM)","","","","1"
"France","20151127 07:45:00","Consumer Spending (MoM)","","","","1"
"Spain","20151127 08:00:00","HICP (YoY)","","","","1"
"Italy","20151127 09:00:00","Consumer Confidence","","","","1"
"Italy","20151127 09:00:00","Business Confidence","","","","1"
"United Kingdom","20151127 09:30:00","Gross Domestic Product (QoQ)","","","","2"
"United Kingdom","20151127 09:30:00","Gross Domestic Product (YoY)","","","","2"
"United Kingdom","20151127 09:30:00","Total Business Investment (YoY)","","","","1"
"United Kingdom","20151127 09:30:00","Total Business Investment (QoQ)","","","","1"
"United Kingdom","20151127 09:30:00","Index of Services (3M/3M)","","","","1"
"Portugal","20151127 09:30:00","Business Confidence","","","","1"
"Portugal","20151127 09:30:00","Consumer Confidence","","","","1"
"Italy","20151127 10:00:00","10-y Bond Auction","","","","1"
"Italy","20151127 10:00:00","5-y Bond Auction","","","","1"
"Greece","20151127 10:00:00","Producer Price Index (YoY)","","","","1"
"Greece","20151127 10:00:00","Gross Domestic Product n.s.a (YoY)","","","","1"
"European Monetary Union","20151127 10:00:00","Consumer Confidence","","","","1"
"European Monetary Union","20151127 10:00:00","Services Sentiment","","","","1"
"European Monetary Union","20151127 10:00:00","Business Climate","","","","1"
"European Monetary Union","20151127 10:00:00","Economic Sentiment Indicator","","","","1"
"European Monetary Union","20151127 10:00:00","Industrial Confidence","","","","1"
"India","20151127 11:30:00","Bank Loan Growth","","","","1"
" USD"","20151127 11:30:00",""FX Reserves","","","","India"
"Germany","20151127 12:00:00","Gfk Consumer Confidence Survey","","","","2"
"Canada","20151127 13:30:00","Industrial Product Price (MoM)","","","","1"
"Canada","20151127 13:30:00","Raw Material Price Index","","","","1"
