"country","date","name","actual","consensus","previous","volatility"
"Germany","20160223 07:00:00","Gross Domestic Product s.a (QoQ)","","","","2"
"Germany","20160223 07:00:00","Gross Domestic Product w.d.a (YoY)","","","","2"
"Germany","20160223 07:00:00","Gross Domestic Product n.s.a (YoY)","","","","2"
"France","20160223 07:45:00","Business Climate","","","","1"
"Germany","20160223 09:00:00","IFO - Current Assessment","","","","2"
"Germany","20160223 09:00:00","IFO - Business Climate","","","","2"
"Germany","20160223 09:00:00","IFO - Expectations","","","","2"
"Spain","20160223 10:00:00","3-Month Letras Auction","","","","1"
"Spain","20160223 10:00:00","9-Month Letras Auction","","","","1"
"Switzerland","20160223 11:15:00","SNB Chairman Jordan Speech","","","","2"
"United States","20160223 13:55:00","Redbook index (YoY)","","","","1"
"United States","20160223 13:55:00","Redbook index (MoM)","","","","1"
"United States","20160223 14:00:00","S&P/Case-Shiller Home Price Indices (YoY)","","","","2"
"United States","20160223 15:00:00","Existing Home Sales (MoM)","","","","1"
"United States","20160223 15:00:00","Existing Home Sales Change (MoM)","","","","1"
"United States","20160223 15:00:00","Consumer Confidence","","","","3"
"United States","20160223 15:00:00","Richmond Fed Manufacturing Index","","","","1"
"United States","20160223 16:30:00","4-Week Bill Auction","","","","1"
"United Kingdom","20160223 17:00:00","MPC Member Haldane Speech","","","","1"
"United States","20160223 18:00:00","2-Year Note Auction","","","","1"
"United States","20160223 21:30:00","API Weekly Crude Oil Stock","","","","2"
"Japan","20160223 23:50:00","Corporate Service Price (YoY)","","","","1"
