"country","date","name","actual","consensus","previous","volatility"
"Russia","20120604 00:00:00","Consumer Price Index (MoM)","","","0.300  %","1"
"United Kingdom","20120604 n/a:00","Spring Bank Holiday","","","","0"
"Australia","20120604 00:30:00","TD Securities Inflation (MoM)","0.000  %","","0.300  %","1"
"Australia","20120604 00:30:00","TD Securities Inflation (YoY)","1.800  %","","1.900  %","2"
"Australia","20120604 01:30:00","ANZ Job Advertisements","-2.400  %","","-0.800  %","1"
"Australia","20120604 01:30:00","Company Gross Operating Profits (QoQ)","-4.000  %","","-6.400  %","1"
"Japan","20120604 02:30:00","BoJ's Governor Shirakawa Speech","","","","2"
"Turkey","20120604 07:00:00","Consumer Price Index (YoY)","","","11.140  %","1"
"United Kingdom","20120604 07:00:00","Halifax House Prices (MoM)","","0.500  %","-2.400  %","1"
"United Kingdom","20120604 07:00:00","Halifax House Prices (3m/YoY)","","-0.100  %","-0.500  %","2"
"Turkey","20120604 07:00:00","Producer Price Index (MoM)","","","0.080  %","1"
"Turkey","20120604 07:00:00","Producer Price Index (YoY)","","","7.650  %","1"
"European Monetary Union","20120604 08:30:00","Sentix Investor Confidence",""," -29.000 "," -24.500 ","2"
"European Monetary Union","20120604 09:00:00","Producer Price Index (YoY)","","2.700  %","3.300  %","3"
"European Monetary Union","20120604 09:00:00","Producer Price Index (MoM)","","0.200  %","0.500  %","2"
"South Africa","20120604 09:00:00","Total New Vehicle Sales","",""," 42,617.000 ","1"
"Mexico","20120604 13:00:00","Consumer Confidence","",""," 97.200 ","1"
"Mexico","20120604 13:00:00","Consumer Confidence s.a","",""," 96.800 ","1"
"Denmark","20120604 14:00:00","Currency Reserves","",""," 482.000 ","1"
"United States","20120604 14:00:00","Factory Orders (MoM)","","0.300  %","-1.900  %","2"
"Australia","20120604 23:30:00","AiG Performance of Services Index","",""," 39.600 ","2"
