"country","date","name","actual","consensus","previous","volatility"
"Australia","20140409 00:30:00","Westpac Consumer Confidence","","","-0.700  %","2"
"Australia","20140409 00:30:00","Westpac Consumer Confidence Index","",""," 99.500 ","2"
"Japan","20140409 05:00:00","BoJ Monthly Economic Survey","","","","2"
"Germany","20140409 06:00:00","Trade Balance s.a.","","€ 17.800 ","€ 17.200 ","2"
"Germany","20140409 06:00:00","Current Account n.s.a.","","","€ 16.200 ","2"
"Germany","20140409 06:00:00","Exports (MoM)","","-0.500  %","2.200  %","2"
"Germany","20140409 06:00:00","Imports (MoM)","","0.100  %","4.100  %","2"
"United Kingdom","20140409 08:30:00","Total Trade Balance","","","£ -2.565 ","2"
"United Kingdom","20140409 08:30:00","Goods Trade Balance","","£ -9.200 ","£ -9.793 ","2"
"United Kingdom","20140409 08:30:00","Trade Balance; non-EU","","£ -3.400 ","£ -3.990 ","2"
"Brazil","20140409 12:00:00","IPCA Inflation","","","0.690  %","1"
"Mexico","20140409 13:00:00","12-Month Inflation","","","4.230  %","1"
"Mexico","20140409 13:00:00","Core Inflation","","","0.280  %","1"
"Mexico","20140409 13:00:00","Headline Inflation","","","0.250  %","1"
"United States","20140409 14:00:00","Wholesale Inventories","","0.500  %","0.600  %","1"
"United States","20140409 14:30:00","EIA Crude Oil Stocks change","",""," -2.379 ","1"
"United States","20140409 17:00:00","10-Year Note Auction","","","2.729  %","1"
"United States","20140409 18:00:00","FOMC Minutes","","","","3"
"United States","20140409 19:30:00","Fed's Evans Speech","","","","1"
"Korea, Republic of","20140409 21:00:00","Export Price Growth (YoY)","","","5.200  %","1"
"Korea, Republic of","20140409 21:00:00","Import Price Growth (YoY)","","","3.600  %","1"
"New Zealand","20140409 22:30:00","Business NZ PMI","",""," 56.200 ","2"
"United States","20140409 23:00:00","Fed's Tarullo speech","","","","1"
"United Kingdom","20140409 23:01:00","RICS Housing Price Balance","","44.000  %","45.000  %","1"
"Japan","20140409 23:50:00","Bank lending (YoY)","","","2.200  %","1"
"Japan","20140409 23:50:00","Foreign bond investment","","","¥ -763.600 ","2"
"Japan","20140409 23:50:00","Foreign investment in Japan stocks","","","¥ -515.500 ","2"
"Japan","20140409 23:50:00","Machinery Orders (MoM)","","-3.000  %","13.400  %","1"
"Japan","20140409 23:50:00","Machinery Orders (YoY)","","17.600  %","23.600  %","1"
