"country","date","name","actual","consensus","previous","volatility"
"Australia","20160108 00:30:00","Retail Sales s.a. (MoM)","","","","2"
"Japan","20160108 01:30:00","Labor Cash Earnings (YoY)","","","","1"
"Japan","20160108 05:00:00","Leading Economic Index","","","","2"
"Japan","20160108 05:00:00","Coincident Index","","","","2"
"Japan","20160108 06:30:00",""BOJ Deputy Governor Nakaso Speech "","","","","1"
"Switzerland","20160108 06:45:00","Unemployment Rate s.a (MoM)","","","","3"
"Germany","20160108 07:00:00","Industrial Production n.s.a. w.d.a. (YoY)","","","","1"
"Germany","20160108 07:00:00","Industrial Production s.a. (MoM)","","","","1"
"Germany","20160108 07:00:00","Imports (MoM)","","","","2"
"Germany","20160108 07:00:00","Current Account n.s.a.","","","","2"
"Germany","20160108 07:00:00","Trade Balance s.a.","","","","2"
"Germany","20160108 07:00:00","Exports (MoM)","","","","2"
" EUR"","20160108 07:45:00",""Exports","","","","France"
" EUR"","20160108 07:45:00",""Imports","","","","France"
"France","20160108 07:45:00","Trade Balance EUR","","","","1"
"France","20160108 07:45:00","Industrial Output (MoM)","","","","1"
"Switzerland","20160108 08:15:00","Consumer Price Index (YoY)","","","","2"
"Switzerland","20160108 08:15:00","Consumer Price Index (MoM)","","","","2"
"United Kingdom","20160108 09:30:00","Total Trade Balance","","","","1"
"United Kingdom","20160108 09:30:00","Goods Trade Balance","","","","1"
"United Kingdom","20160108 09:30:00","Trade Balance; non-EU","","","","1"
"Greece","20160108 10:00:00","Industrial Production (YoY)","","","","1"
"United States","20160108 13:30:00","Unemployment Rate","","","","3"
"United States","20160108 13:30:00","Nonfarm Payrolls","","","","3"
"United States","20160108 13:30:00","Average Weekly Hours","","","","2"
"United States","20160108 13:30:00","Average Hourly Earnings (YoY)","","","","1"
"United States","20160108 13:30:00","Labor Force Participation Rate","","","","2"
"United States","20160108 13:30:00","Average Hourly Earnings (MoM)","","","","1"
"Canada","20160108 13:30:00","Building Permits (MoM)","","","","1"
"Canada","20160108 13:30:00","Participation rate","","","","3"
"Canada","20160108 13:30:00","Unemployment Rate","","","","3"
"Canada","20160108 13:30:00","Net Change in Employment","","","","3"
"United States","20160108 15:00:00","Wholesale Inventories","","","","1"
"United States","20160108 20:00:00","Consumer Credit Change","","","","2"
