"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20130314 00:05:00","RBNZ Governor Wheeler Speech","","","","2"
"Australia","20130314 00:30:00","Unemployment Rate s.a.","","5.500  %","5.400  %","2"
"Australia","20130314 00:30:00","Employment Change s.a.",""," 9.000 "," 10.400 ","2"
"Australia","20130314 00:30:00","Fulltime employment","",""," -9.800 ","2"
"Australia","20130314 00:30:00","Part-time employment","",""," 20.200 ","2"
"Japan","20130314 04:30:00","Industrial Production (YoY)","","","-7.900  %","2"
"Australia","20130314 07:00:00","RBA Assistant Governor Kent Speech","","","","2"
"Switzerland","20130314 08:30:00","SNB Interest Rate Decision","","","0.000  %","2"
"Switzerland","20130314 08:30:00","SNB press conference","","","","2"
"European Monetary Union","20130314 09:00:00","ECB Monthly Report","","","","2"
"European Monetary Union","20130314 10:00:00","Employment Change (QoQ)","","","-0.200  %","2"
"European Monetary Union","20130314 10:00:00","Employment Change (YoY)","","","-0.700  %","2"
"Brazil","20130314 12:00:00","Retail Sales (MoM)","","","-0.500  %","1"
"Canada","20130314 12:30:00","Capacity Utilization","","80.700  %","80.900  %","1"
"United States","20130314 12:30:00","Current Account","","$ -112.800 ","$ -107.510 ","1"
"United States","20130314 12:30:00","Initial Jobless Claims",""," 350.000 "," 340.000 ","2"
"United States","20130314 12:30:00","Continuing Jobless Claims",""," 3.100 "," 3.094 ","1"
"Canada","20130314 12:30:00","New Housing Price Index (MoM)","","0.100  %","0.200  %","1"
"Canada","20130314 12:30:00","New Housing Price Index (YoY)","","","2.300  %","1"
"United States","20130314 12:30:00","Producer Price Index (YoY)","","1.700  %","1.400  %","3"
"United States","20130314 12:30:00","Producer Price Index (MoM)","","0.700  %","0.200  %","1"
"United States","20130314 12:30:00","Producer Price Index ex Food & Energy (MoM)","","0.200  %","0.200  %","2"
"United States","20130314 12:30:00","Producer Price Index ex Food & Energy (YoY)","","1.700  %","1.800  %","3"
"Poland","20130314 13:00:00","Consumer Price Index (YoY)","","","2.400  %","1"
"Poland","20130314 13:00:00","Current Account","","","€ -1,204.000 ","1"
"United States","20130314 13:00:00","FOMC Member Raskin Speech","","","","1"
"Poland","20130314 13:00:00","M3 Money Supply (YoY)","","","4.600  %","1"
"Norway","20130314 13:00:00","Norges Bank Interest Rate Decision","","1.500  %","1.500  %","1"
"United States","20130314 14:30:00","EIA Natural Gas Storage change","",""," -146.000 ","1"
"United States","20130314 17:00:00","30-Year Bond Auction","","","3.180  %","1"
"United States","20130314 21:30:00","Bank Stress Test Info","","","","3"
"New Zealand","20130314 21:30:00","Business NZ PMI","",""," 55.200 ","2"
"Chile","20130314 22:00:00","BCCH Interest Rate","","","5.000  %","1"
