"country","date","name","actual","consensus","previous","volatility"
"China","20161004 00:00:00","National Day","","","","0"
"Russia","20161004 00:00:00","Gross Domestic Product Monthly (YoY)","","","","1"
"Australia","20161004 00:30:00","ANZ Job Advertisements","","","","1"
"Australia","20161004 00:30:00","Building Permits (MoM)","","","","1"
"Australia","20161004 00:30:00","Building Permits (YoY)","","","","1"
"New Zealand","20161004 01:30:00","RBNZ Governor Wheeler Speech","","","","1"
"Australia","20161004 03:30:00","RBA Rate Statement","","","","3"
"Australia","20161004 03:30:00","RBA Interest Rate Decision","","","","3"
"Japan","20161004 05:00:00","Consumer Confidence Index","","","","1"
"India","20161004 05:30:00","Cash Reserve Ratio","","","","1"
"India","20161004 05:30:00","Reverse Repo Rate","","","","1"
"Russia","20161004 06:00:00","Consumer Price Index (MoM)","","","","1"
"Australia","20161004 06:30:00","RBA Commodity Index SDR (YoY)","","","","1"
"Spain","20161004 07:00:00","Unemployment Change","","","","1"
"Brazil","20161004 08:00:00","Fipe's IPC Inflation","","","","1"
"United Kingdom","20161004 08:30:00","PMI Construction","","","","2"
"European Monetary Union","20161004 09:00:00","Producer Price Index (MoM)","","","","2"
"European Monetary Union","20161004 09:00:00","Producer Price Index (YoY)","","","","2"
"Brazil","20161004 12:00:00","Industrial Output (MoM)","","","","1"
"Brazil","20161004 12:00:00","Industrial Output (YoY)","","","","1"
"United States","20161004 12:55:00","Redbook index (YoY)","","","","1"
"United States","20161004 12:55:00","Redbook index (MoM)","","","","1"
"New Zealand","20161004 13:00:00","GDT Price Index","","","","1"
"United States","20161004 13:45:00","ISM New York index","","","","1"
"United States","20161004 14:00:00","IBD/TIPP Economic Optimism (MoM)","","","","1"
"United States","20161004 15:30:00","4-Week Bill Auction","","","","1"
"United States","20161004 20:30:00","API Weekly Crude Oil Stocks","","","","1"
"Australia","20161004 22:30:00","AiG Performance of Services Index","","","","1"
"United Kingdom","20161004 23:01:00","BRC Shop Price Index (MoM)","","","","1"
