"country","date","name","actual","consensus","previous","volatility"
"Australia","20161230 00:30:00","Private Sector Credit (YoY)","","","","1"
"Australia","20161230 00:30:00","Private Sector Credit (MoM)","","","","1"
"Spain","20161230 07:00:00","Current Account Balance","","","","1"
"Spain","20161230 08:00:00","HICP (YoY)","","","","1"
"Italy","20161230 09:00:00","Producer Price Index (MoM)","","","","1"
"Italy","20161230 09:00:00","Producer Price Index (YoY)","","","","1"
"Greece","20161230 10:00:00","Retail Sales (YoY)","","","","1"
"Greece","20161230 10:00:00","Producer Price Index (YoY)","","","","1"
" USD"","20161230 11:30:00",""FX Reserves","","","","India"
"Russia","20161230 13:00:00","Consumer Price Index (MoM)","","","","1"
"United States","20161230 14:45:00","Chicago Purchasing Managers' Index","","","","2"
"United States","20161230 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20161230 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20161230 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20161230 19:30:00","CFTC Oil NC net positions","","","","1"
" pesos"","20161230 19:30:00",""Fiscal Balance","","","","Mexico"
"United Kingdom","20161230 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20161230 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20161230 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20161230 19:30:00","CFTC AUD NC net positions","","","","1"
