"country","date","name","actual","consensus","previous","volatility"
"Australia","20160808 01:30:00","ANZ Job Advertisements","","","","1"
"Japan","20160808 05:00:00","Eco Watchers Survey: Current","","","","2"
"Japan","20160808 05:00:00","Eco Watchers Survey: Outlook","","","","2"
"China","20160808 05:30:00","FDI - Foreign Direct Investment (YTD) (YoY)","","","","2"
"China","20160808 06:00:00","Exports (YoY)","","","","2"
"China","20160808 06:00:00","Trade Balance USD","","","","2"
"China","20160808 06:00:00","Imports (YoY)","","","","2"
"China","20160808 06:00:00","Trade Balance CNY","","","","2"
"Germany","20160808 06:00:00","Industrial Production s.a. (MoM)","","","","1"
"Germany","20160808 06:00:00","Industrial Production n.s.a. w.d.a. (YoY)","","","","1"
"Switzerland","20160808 07:15:00","Consumer Price Index (YoY)","","","","2"
"Switzerland","20160808 07:15:00","Consumer Price Index (MoM)","","","","2"
"European Monetary Union","20160808 08:30:00","Sentix Investor Confidence","","","","1"
"Spain","20160808 09:00:00","10-y Obligaciones Auction","","","","1"
"Greece","20160808 09:00:00","Industrial Production (YoY)","","","","1"
"Greece","20160808 09:00:00","Consumer Price Index - Harmonized (YoY)","","","","1"
"Greece","20160808 09:00:00","Consumer Price Index (YoY)","","","","1"
"Canada","20160808 12:30:00","Building Permits (MoM)","","","","1"
"United States","20160808 14:00:00","Labor Market Conditions Index","","","","2"
"United States","20160808 15:30:00","3-Month Bill Auction","","","","1"
"United States","20160808 15:30:00","6-Month Bill Auction","","","","1"
"New Zealand","20160808 22:45:00","Electronic Card Retail Sales (YoY)","","","","2"
"New Zealand","20160808 22:45:00","Electronic Card Retail Sales  (MoM)","","","","2"
"United Kingdom","20160808 23:01:00","BRC Retail Sales Monitor - All (YoY)","","","","2"
"Japan","20160808 23:50:00","Money Supply M2+CD (YoY)","","","","1"
