"country","date","name","actual","consensus","previous","volatility"
"Australia","20150428 00:00:00","CB Leading Indicator","0.500  %","","0.400  %","1"
"France","20150428 06:45:00","Consumer Confidence"," 94.000 "," 94.000 "," 93.000 ","1"
"United Kingdom","20150428 08:30:00","BBA Mortgage Approvals"," 38.800 "," 37.900 "," 37.300 ","2"
"United Kingdom","20150428 08:30:00","Gross Domestic Product (YoY)","2.400  %","2.600  %","3.000  %","2"
"European Monetary Union","20150428 08:30:00","Gross Domestic Product (YoY)","2.400  %","2.600  %","3.000  %","2"
"United Kingdom","20150428 08:30:00","Gross Domestic Product (QoQ)","0.300  %","0.500  %","0.600  %","2"
"European Monetary Union","20150428 08:30:00","Gross Domestic Product (QoQ)","0.300  %","0.500  %","0.600  %","2"
"United Kingdom","20150428 08:30:00","Index of Services (3M/3M)","0.700  %","0.700  %","0.800  %","1"
"Slovakia","20150428 12:30:00","Current Account Balance EUR","","","€ -110.000 ","1"
"Brazil","20150428 12:30:00","Unemployment Rate","","","5.900  %","1"
"Canada","20150428 12:45:00","BoC Governor Poloz Speech","","","","3"
"United States","20150428 12:55:00","Redbook index (YoY)","","","0.800  %","1"
"United States","20150428 12:55:00","Redbook index (MoM)","","","0.100  %","1"
"United States","20150428 13:00:00","S&P/Case-Shiller Home Price Indices (YoY)","","4.700  %","4.600  %","1"
"United States","20150428 14:00:00","Consumer Confidence",""," 101.600 "," 101.300 ","3"
"United States","20150428 14:00:00","Richmond Fed Manufacturing Index",""," -2.000 "," -8.000 ","1"
"United States","20150428 15:30:00","4-Week Bill Auction","","","0.015  %","1"
"United States","20150428 15:30:00","52-Week Bill auction","","","0.260  %","1"
"United States","20150428 17:00:00","5-Year Note Auction","","","1.387  %","1"
"South Korea","20150428 22:00:00","BOK Manufacturing BSI","",""," 76.000 ","1"
"New Zealand","20150428 22:45:00","Trade Balance (YoY)","","$ -2.740 ","$ -2.180 ","2"
"New Zealand","20150428 22:45:00","Exports","","$ 4.400 ","$ 3.920 ","1"
"New Zealand","20150428 22:45:00","Imports","","$ 4.060 ","$ 3.870 ","1"
"New Zealand","20150428 22:45:00","Trade Balance (MoM)","","$ 341.000 ","$ 50.000 ","2"
