"country","date","name","actual","consensus","previous","volatility"
"Australia","20130806 01:30:00","House Price Index (QoQ)","","1.000  %","0.100  %","2"
"Australia","20130806 01:30:00","House Price Index (YoY)","","3.000  %","2.600  %","2"
"Australia","20130806 01:30:00","Trade Balance",""," 800.000 "," 670.000 ","2"
"Australia","20130806 04:30:00","RBA Interest Rate Decision","","2.500  %","2.750  %","2"
"Australia","20130806 04:30:00","RBA Monetary Policy Statement","","","","2"
"Japan","20130806 05:00:00","Leading Economic Index",""," 108.000 "," 110.700 ","2"
"United Kingdom","20130806 08:30:00","Industrial Production (YoY)","","0.600  %","-2.300  %","2"
"United Kingdom","20130806 08:30:00","Manufacturing Production (YoY)","","0.900  %","-2.900  %","2"
"Germany","20130806 10:00:00","Factory Orders n.s.a. (YoY)","","-0.200  %","-2.000  %","2"
"Canada","20130806 12:30:00","International Merchandise Trade","","$ -0.500 ","$ -0.300 ","1"
"Canada","20130806 12:30:00","Exports","","$ 39.700 ","$ 39.340 ","1"
"Canada","20130806 12:30:00","Imports","","$ 40.020 ","$ 39.640 ","1"
"United States","20130806 12:30:00","Trade Balance","","$ -43.500 ","$ -45.030 ","2"
"United States","20130806 12:55:00","Redbook index (YoY)","","","2.900  %","1"
"United States","20130806 12:55:00","Redbook index (MoM)","","","0.800  %","1"
"United States","20130806 14:00:00","IBD/TIPP Economic Optimism (MoM)",""," 47.900 "," 47.100 ","1"
"United Kingdom","20130806 14:00:00","NIESR GDP Estimate (3M)","","","0.600  %","3"
"Turkey","20130806 14:30:00","Treasury Cash Balance","",""," -0.294 ","1"
"United States","20130806 15:30:00","4-Week Bill Auction","","","0.020  %","1"
"United States","20130806 17:00:00","3-Year Note Auction","","","0.719  %","1"
"United States","20130806 17:00:00","Fed's Evans Speech","","","","1"
"New Zealand","20130806 22:45:00","Unemployment Rate","","6.300  %","6.200  %","2"
"New Zealand","20130806 22:45:00","Employment Change","","0.400  %","1.700  %","2"
"New Zealand","20130806 22:45:00","Labour cost index (QoQ)","","0.500  %","0.400  %","1"
"New Zealand","20130806 22:45:00","Labour cost index (YoY)","","1.800  %","1.800  %","1"
"Australia","20130806 23:30:00","AiG Performance of Construction Index","",""," 39.500 ","2"
