"country","date","name","actual","consensus","previous","volatility"
"United States","20130213 02:00:00","President Obama speech","","","","2"
"European Monetary Union","20130213 10:00:00","Industrial Production w.d.a. (YoY)","-2.400  %","-2.400  %","-4.000  %","2"
"United Kingdom","20130213 10:30:00","Bank of England Quarterly Inflation Report","","","","2"
"European Monetary Union","20130213 10:30:00","Bank of England Quarterly Inflation Report","","","","2"
"United Kingdom","20130213 10:30:00","BoE's Governor King Speech","","","","2"
"United States","20130213 13:30:00","Import Price Index (YoY)","-1.300  %","","-1.500  %","1"
"United States","20130213 13:30:00","Export Price Index (MoM)","0.300  %","0.300  %","-0.100  %","1"
"United States","20130213 13:30:00","Export Price Index (YoY)","1.100  %","","1.100  %","1"
"United States","20130213 13:30:00","Import Price Index (MoM)","0.600  %","0.700  %","-0.500  %","1"
"United States","20130213 13:30:00","Retail Sales (MoM)","0.100  %","0.100  %","0.500  %","3"
"United States","20130213 13:30:00","Retail Sales ex Autos (MoM)","0.200  %","0.100  %","0.300  %","2"
"United States","20130213 15:00:00","Business Inventories","0.100  %","0.300  %","0.200  %","1"
"United States","20130213 15:00:00","Treasury Sec Nominee Lew Speech","","","","2"
"United States","20130213 15:30:00","EIA Crude Oil Stocks change"," 0.560 M"," 2.400 M"," 2.623 M","1"
"United States","20130213 16:10:00","Fed's Bullard speech","","","","2"
"United States","20130213 18:00:00","10-Year Note Auction","2.046  %","","1.863  %","2"
"New Zealand","20130213 21:30:00","Business NZ PMI","",""," 50.100 ","2"
"New Zealand","20130213 21:45:00","Food Price Index (MoM)","","","-0.200  %","1"
"Japan","20130213 23:50:00","Gross Domestic Product Annualized","","0.500  %","-3.500  %","2"
"Japan","20130213 23:50:00","Gross Domestic Product (QoQ)","","0.100  %","-0.900  %","2"
"Japan","20130213 23:50:00","Gross Domestic Product Deflator (YoY)","","-0.100  %","-0.700  %","1"
