"country","date","name","actual","consensus","previous","volatility"
"New Zealand","20160630 01:00:00","ANZ Activity Outlook","","","","1"
"New Zealand","20160630 01:00:00","ANZ Business Confidence","","","","1"
"Australia","20160630 01:30:00","Private Sector Credit (YoY)","","","","1"
"Australia","20160630 01:30:00","Private Sector Credit (MoM)","","","","1"
"New Zealand","20160630 03:00:00","M3 Money Supply (YoY)","","","","0"
"Japan","20160630 04:00:00","Vehicle Production (YoY)","","","","1"
"Japan","20160630 05:00:00","Construction Orders (YoY)","","","","1"
"Japan","20160630 05:00:00","Housing Starts (YoY)","","","","1"
"Japan","20160630 05:00:00","Annualized Housing Starts","","","","1"
"Germany","20160630 06:00:00","Retail Sales (YoY)","","","","1"
"Germany","20160630 06:00:00","Retail Sales (MoM)","","","","1"
"France","20160630 06:45:00","Consumer Spending (MoM)","","","","1"
"France","20160630 06:45:00","Consumer Price Index (EU norm) final (YoY)","","","","2"
"Spain","20160630 07:00:00","Current Account Balance","","","","1"
"Switzerland","20160630 07:00:00","KOF Leading Indicator","","","","2"
"Germany","20160630 07:55:00","Unemployment Change","","","","2"
"Germany","20160630 07:55:00","Unemployment Rate s.a.","","","","2"
"Italy","20160630 08:00:00","Public Deficit/GDP","","","","1"
"United Kingdom","20160630 08:30:00","Gross Domestic Product (YoY)","","","","2"
"United Kingdom","20160630 08:30:00","Gross Domestic Product (QoQ)","","","","2"
"United Kingdom","20160630 08:30:00","Total Business Investment (YoY)","","","","1"
"United Kingdom","20160630 08:30:00","Total Business Investment (QoQ)","","","","1"
"United Kingdom","20160630 08:30:00","Index of Services (3M/3M)","","","","1"
"United Kingdom","20160630 08:30:00","Current Account","","","","1"
"Italy","20160630 09:00:00","Consumer Price Index (YoY)","","","","1"
"Italy","20160630 09:00:00","Consumer Price Index (MoM)","","","","1"
"Italy","20160630 09:00:00","Consumer Price Index (EU Norm) (YoY)","","","","1"
"Italy","20160630 09:00:00","Consumer Price Index (EU Norm) (MoM)","","","","1"
"Greece","20160630 09:00:00","Retail Sales (YoY)","","","","1"
"Greece","20160630 09:00:00","Producer Price Index (YoY)","","","","1"
"European Monetary Union","20160630 09:00:00","Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20160630 09:00:00","Consumer Price Index - Core (YoY)","","","","3"
"Italy","20160630 09:30:00","10-y Bond Auction","","","","1"
"Italy","20160630 09:30:00","5-y Bond Auction","","","","1"
"Italy","20160630 10:00:00","Producer Price Index (YoY)","","","","1"
"Italy","20160630 10:00:00","Producer Price Index (MoM)","","","","1"
"Russia","20160630 11:00:00","Central Bank Reserves $","","","","1"
"European Monetary Union","20160630 11:30:00","ECB Monetary Policy Meeting Accounts","","","","3"
"United States","20160630 12:30:00","Continuing Jobless Claims","","","","1"
"United States","20160630 12:30:00","Initial Jobless Claims","","","","2"
"Canada","20160630 12:30:00","Raw Material Price Index","","","","1"
"Canada","20160630 12:30:00","Industrial Product Price (MoM)","","","","1"
"Canada","20160630 12:30:00","Gross Domestic Product (MoM)","","","","2"
"United States","20160630 13:45:00","Chicago Purchasing Managers' Index","","","","2"
"United States","20160630 14:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20160630 17:30:00","Fed's Bullard speech","","","","1"
"Japan","20160630 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","","","1"
"Japan","20160630 23:30:00","Tokyo Consumer Price Index (YoY)","","","","1"
" Energy (YoY)"","20160630 23:30:00",""Tokyo CPI ex Food","","","","Japan"
"Japan","20160630 23:30:00","National CPI Ex-Fresh Food (YoY)","","","","2"
"Japan","20160630 23:30:00","National Consumer Price Index (YoY)","","","","2"
" Energy (YoY)"","20160630 23:30:00",""National CPI Ex Food","","","","Japan"
"Japan","20160630 23:30:00","Jobs/applicants ratio","","","","2"
"Japan","20160630 23:30:00","Unemployment Rate","","","","2"
"Japan","20160630 23:30:00","Overall Household Spending (YoY)","","","","2"
"Australia","20160630 23:30:00","AiG Performance of Mfg Index","","","","2"
"Japan","20160630 23:50:00","Tankan Non - Manufacturing Index","","","","2"
"Japan","20160630 23:50:00","Tankan Large All Industry Capex","","","","2"
"Japan","20160630 23:50:00","Tankan Large Manufacturing Outlook","","","","2"
"Japan","20160630 23:50:00","Tankan Large Manufacturing Index","","","","2"
"Japan","20160630 23:50:00","Tankan Non - Manufacturing Outlook","","","","2"
