"country","date","name","actual","consensus","previous","volatility"
"China","20160210 00:00:00","Chinese New Year","","","","0"
"Australia","20160210 00:00:00","HIA New Home Sales (MoM)","","","","2"
"France","20160210 07:45:00","Industrial Output (MoM)","","","","1"
"Italy","20160210 09:00:00","Industrial Output s.a. (MoM)","","","","1"
"Italy","20160210 09:00:00","Industrial Output w.d.a (YoY)","","","","1"
"United Kingdom","20160210 09:30:00","Manufacturing Production (YoY)","","","","1"
"United Kingdom","20160210 09:30:00","Industrial Production (YoY)","","","","1"
"United Kingdom","20160210 09:30:00","Manufacturing Production (MoM)","","","","1"
"United Kingdom","20160210 09:30:00","Industrial Production (MoM)","","","","1"
"Portugal","20160210 10:00:00","Consumer Price Index (MoM)","","","","1"
"Portugal","20160210 10:00:00","Consumer Price Index (YoY)","","","","1"
"European Monetary Union","20160210 10:00:00","European Commission Releases Economic Growth Forecasts","","","","2"
"United States","20160210 12:00:00","MBA Mortgage Applications","","","","1"
"Portugal","20160210 12:00:00","Global Trade Balance","","","","1"
"Portugal","20160210 12:00:00","Unemployment Rate","","","","1"
"United States","20160210 15:00:00","Fed's Yellen testifies","","","","3"
"United Kingdom","20160210 15:00:00","NIESR GDP Estimate (3M)","","","","3"
"European Monetary Union","20160210 15:00:00","NIESR GDP Estimate (3M)","","","","2"
"United States","20160210 15:30:00","EIA Crude Oil Stocks change","","","","1"
"United States","20160210 18:00:00","10-Year Note Auction","","","","2"
"United States","20160210 18:30:00","FOMC Member Williams speech","","","","1"
"United States","20160210 19:00:00","Monthly Budget Statement","","","","2"
"New Zealand","20160210 21:30:00","Business NZ PMI","","","","2"
