"country","date","name","actual","consensus","previous","volatility"
"Australia","20130910 01:00:00","Consumer Inflation Expectation","","","2.300  %","2"
"Australia","20130910 01:30:00","National Australia Bank's Business Confidence","",""," -3.000 ","2"
"China","20130910 05:30:00","Industrial Production (YoY)","","9.900  %","9.700  %","2"
"China","20130910 05:30:00","Retail Sales (YoY)","","13.200  %","13.200  %","2"
"China","20130910 05:30:00","Urban investment (YTD) (YoY)","","20.200  %","20.100  %","2"
"Italy","20130910 08:00:00","Gross Domestic Product (YoY)","","-2.000  %","-2.400  %","2"
"Canada","20130910 12:15:00","Housing Starts s.a (YoY)",""," 189.000 "," 192.900 ","2"
"United States","20130910 12:55:00","Redbook index (MoM)","","","0.600  %","1"
"United States","20130910 12:55:00","Redbook index (YoY)","","","4.700  %","1"
"United States","20130910 15:30:00","4-Week Bill Auction","","","0.020  %","1"
"United States","20130910 17:00:00","3-Year Note Auction","","","0.631  %","1"
"Korea, Republic of","20130910 21:00:00","Export Price Growth (YoY)","","","-1.500  %","1"
"Korea, Republic of","20130910 21:00:00","Import Price Growth (YoY)","","","-4.300  %","1"
"Korea, Republic of","20130910 23:00:00","Unemployment Rate","","","3.200  %","1"
"Japan","20130910 23:50:00","BSI Large Manufacturing (QoQ)","",""," 5.000 ","1"
"Japan","20130910 23:50:00","Domestic Corporate Goods Price Index (YoY)","","","2.200  %","1"
"Japan","20130910 23:50:00","Domestic Corporate Goods Price Index (MoM)","","","0.500  %","1"
