"country","date","name","actual","consensus","previous","volatility"
"Japan","20160504 00:00:00","Greenery Day","","","","0"
"New Zealand","20160504 03:00:00","ANZ Commodity Price","","","","1"
" EUR"","20160504 06:45:00",""Exports","","","","France"
"France","20160504 06:45:00","Trade Balance EUR","","","","1"
" EUR"","20160504 06:45:00",""Imports","","","","France"
"France","20160504 06:45:00","Current Account","","","","1"
"Spain","20160504 07:00:00","Unemployment Change","","","","1"
"European Monetary Union","20160504 07:00:00","Non-monetary policy's ECB meeting","","","","3"
"Spain","20160504 07:15:00","Markit Services PMI","","","","2"
"Italy","20160504 07:45:00","Markit Services PMI","","","","1"
"France","20160504 07:50:00","Markit PMI Composite","","","","1"
"France","20160504 07:50:00","Markit Services PMI","","","","1"
"Germany","20160504 07:55:00","Markit Services PMI","","","","2"
"Germany","20160504 07:55:00","Markit PMI Composite","","","","2"
"Greece","20160504 08:00:00","Markit Manufacturing PMI","","","","1"
"European Monetary Union","20160504 08:00:00","Markit Services PMI","","","","2"
"European Monetary Union","20160504 08:00:00","Markit PMI Composite","","","","2"
"United Kingdom","20160504 08:30:00","PMI Construction","","","","2"
"European Monetary Union","20160504 09:00:00","Retail Sales (MoM)","","","","1"
"European Monetary Union","20160504 09:00:00","Retail Sales (YoY)","","","","1"
"Germany","20160504 10:15:00","German Buba President Weidmann speech","","","","2"
"United States","20160504 11:00:00","MBA Mortgage Applications","","","","1"
"United States","20160504 12:15:00","ADP Employment Change","","","","2"
"United States","20160504 12:30:00","Trade Balance","","","","2"
"United States","20160504 12:30:00","Unit Labor Costs","","","","1"
"United States","20160504 12:30:00","Nonfarm Productivity","","","","1"
"Canada","20160504 12:30:00","International Merchandise Trade","","","","1"
"Canada","20160504 12:30:00","Exports","","","","1"
"Canada","20160504 12:30:00","Imports","","","","1"
"United States","20160504 12:55:00","Redbook index (YoY)","","","","1"
"United States","20160504 12:55:00","Redbook index (MoM)","","","","1"
"United States","20160504 13:45:00","Markit PMI Composite","","","","2"
"United States","20160504 13:45:00","Markit Services PMI","","","","2"
"United States","20160504 14:00:00","ISM Non-Manufacturing PMI","","","","2"
"United States","20160504 14:00:00","Factory Orders (MoM)","","","","2"
"United States","20160504 14:30:00","EIA Crude Oil Stocks change","","","","1"
