"country","date","name","actual","consensus","previous","volatility"
"Australia","20160804 01:30:00","Retail Sales s.a. (MoM)","","","","2"
"Switzerland","20160804 05:45:00","SECO Consumer Climate (3m)","","","","2"
"European Monetary Union","20160804 08:00:00","Economic Bulletin","","","","2"
"Greece","20160804 09:00:00","Unemployment Rate (MoM)","","","","1"
"France","20160804 09:00:00","10-y Bond Auction","","","","1"
"United Kingdom","20160804 11:00:00","BoE Asset Purchase Facility","","","","3"
"European Monetary Union","20160804 11:00:00","BoE Asset Purchase Facility","","","","2"
"United Kingdom","20160804 11:00:00","BoE Interest Rate Decision","","","","3"
"European Monetary Union","20160804 11:00:00","BoE Interest Rate Decision","","","","2"
"United Kingdom","20160804 11:00:00","Monetary Policy Summary","","","","3"
"European Monetary Union","20160804 11:00:00","Monetary Policy Summary","","","","2"
"United Kingdom","20160804 11:00:00","Bank of England Quarterly Inflation Report","","","","2"
"United Kingdom","20160804 11:00:00","BOE MPC Vote Unchanged","","","","3"
"European Monetary Union","20160804 11:00:00","BOE MPC Vote Unchanged","","","","2"
"United Kingdom","20160804 11:00:00","BOE MPC Vote Cut","","","","3"
"European Monetary Union","20160804 11:00:00","BOE MPC Vote Cut","","","","2"
"United Kingdom","20160804 11:00:00","BOE MPC Vote Hike","","","","3"
"European Monetary Union","20160804 11:00:00","BOE MPC Vote Hike","","","","2"
"United Kingdom","20160804 11:00:00","Bank of England Minutes","","","","3"
"European Monetary Union","20160804 11:00:00","Bank of England Minutes","","","","2"
"United States","20160804 11:30:00","Challenger Job Cuts (YoY)","","","","1"
"United Kingdom","20160804 11:30:00","BOE's Governor Carney speech","","","","3"
"European Monetary Union","20160804 11:30:00","BOE's Governor Carney speech","","","","2"
"United States","20160804 12:30:00","Continuing Jobless Claims","","","","1"
"United States","20160804 12:30:00","Initial Jobless Claims","","","","2"
"Mexico","20160804 13:00:00","Consumer Confidence","","","","1"
"Mexico","20160804 13:00:00","Consumer Confidence s.a","","","","1"
"Russia","20160804 13:00:00","Consumer Price Index (MoM)","","","","1"
"United States","20160804 14:00:00","Factory Orders (MoM)","","","","2"
"United States","20160804 14:30:00","EIA Natural Gas Storage change","","","","1"
"Australia","20160804 23:30:00","AiG Performance of Construction Index","","","","2"
"Japan","20160804 23:50:00","JP Foreign Reserves","","","","1"
