"country","date","name","actual","consensus","previous","volatility"
"Australia","20150203 00:30:00","Trade Balance"," -436.000 M"," -775.000 M"," -1,016.000 M","2"
"Australia","20150203 03:30:00","RBA Interest Rate Decision","2.250  %","2.500  %","2.500  %","2"
"Australia","20150203 03:30:00","RBA Rate Statement","","","","2"
"Switzerland","20150203 07:00:00","Trade Balance"," 1,515.000 M",""," 3,795.000 M","2"
"United Kingdom","20150203 09:30:00","PMI Construction"," 59.100 "," 57.000 "," 57.600 ","2"
"Canada","20150203 13:30:00","Industrial Product Price (MoM)","-1.600  %","-0.500  %","-0.500  %","1"
"Canada","20150203 13:30:00","Raw Material Price Index","-7.600  %","-8.000  %","-5.700  %","1"
"Singapore","20150203 13:30:00","Purchasing Managers Index"," 49.900 ",""," 49.600 ","1"
"United States","20150203 13:55:00","Redbook index (YoY)","3.800  %","","3.200  %","1"
"United States","20150203 13:55:00","Redbook index (MoM)","-3.500  %","","-3.600  %","1"
"United States","20150203 14:45:00","ISM New York index"," 44.500 ",""," 70.800 ","1"
"Denmark","20150203 15:00:00","Currency Reserves"," 564.100 B",""," 446.800 B","1"
"United States","20150203 15:00:00","Factory Orders (MoM)","-3.400  %","-2.200  %","-1.700  %","2"
"United States","20150203 15:00:00","Fed's Bullard speech","","","","1"
"New Zealand","20150203 15:00:00","GDT Price Index"," 9.400 ",""," 1.000 ","1"
"United States","20150203 16:30:00","52-Week Bill auction","0.205  %","","0.250  %","1"
"United States","20150203 16:30:00","4-Week Bill Auction","0.020  %","","0.005  %","1"
"United States","20150203 16:45:00","Fed Minneapolis's Narayana Kocherlakota speech ","","","","1"
"United States","20150203 20:56:00","Total Vehicle Sales"," 16.660 M"," 16.600 M"," 16.900 M","1"
"South Korea","20150203 21:00:00","FX Reserves"," 362.190 B",""," 363.590 B","1"
"New Zealand","20150203 21:45:00","Employment Change","1.200  %","0.800  %","0.800  %","2"
"New Zealand","20150203 21:45:00","Participation Rate","69.700  %","","69.000  %","1"
"New Zealand","20150203 21:45:00","Unemployment Rate","5.700  %","5.300  %","5.400  %","3"
"New Zealand","20150203 21:45:00","Labour cost index (YoY)","1.800  %","1.800  %","1.900  %","1"
"New Zealand","20150203 21:45:00","Labour cost index (QoQ)","0.500  %","0.500  %","0.500  %","1"
"Australia","20150203 22:30:00","AiG Performance of Services Index","",""," 47.500 ","2"
