"country","date","name","actual","consensus","previous","volatility"
"Germany","20170829 06:00:00","Gfk Consumer Confidence Survey","","","","2"
"United Kingdom","20170829 06:00:00","Nationwide Housing Prices n.s.a (YoY)","","","","1"
"United Kingdom","20170829 06:00:00","Nationwide Housing Prices s.a (MoM)","","","","1"
"France","20170829 06:45:00","Consumer Spending (MoM)","","","","1"
"France","20170829 06:45:00","Gross Domestic Product (QoQ)","","","","1"
"Canada","20170829 12:30:00","Industrial Product Price (MoM)","","","","1"
"Canada","20170829 12:30:00","Raw Material Price Index","","","","1"
"United States","20170829 12:55:00","Redbook index (YoY)","","","","1"
"United States","20170829 12:55:00","Redbook index (MoM)","","","","1"
"United States","20170829 13:00:00","S&P/Case-Shiller Home Price Indices (YoY)","","","","2"
"United States","20170829 15:30:00","4-Week Bill Auction","","","","1"
"United States","20170829 17:00:00","7-Year Note Auction","","","","1"
"United States","20170829 20:30:00","API Weekly Crude Oil Stock","","","","1"
"New Zealand","20170829 22:45:00","Building Permits s.a. (MoM)","","","","2"
"United Kingdom","20170829 23:01:00","BRC Shop Price Index (YoY)","","","","1"
"Japan","20170829 23:50:00","Retail Trade (YoY)","","","","2"
"Japan","20170829 23:50:00","Retail Trade s.a (MoM)","","","","2"
"Japan","20170829 23:50:00","Large Retailer's Sales","","","","2"
