"country","date","name","actual","consensus","previous","volatility"
"Germany","20170928 06:00:00","Gfk Consumer Confidence Survey","","","","2"
"Japan","20170928 06:35:00","Bank of Japan Governor Kuroda Speech","","","","3"
"France","20170928 06:45:00","Producer Prices (MoM)","","","","1"
"Spain","20170928 07:00:00","HICP (YoY)","","","","1"
"Spain","20170928 07:00:00","Retail Sales (YoY)","","","","1"
"European Monetary Union","20170928 08:00:00","ECB's Praet Speech","","","","2"
"United Kingdom","20170928 08:15:00","BOE's Governor Carney speech","","","","3"
"European Monetary Union","20170928 08:15:00","BOE's Governor Carney speech","","","","2"
"Portugal","20170928 08:30:00","Consumer Confidence","","","","1"
"Portugal","20170928 08:30:00","Business Confidence","","","","1"
"European Monetary Union","20170928 09:00:00","Services Sentiment","","","","2"
"European Monetary Union","20170928 09:00:00","Consumer Confidence","","","","1"
"European Monetary Union","20170928 09:00:00","Business Climate","","","","2"
"European Monetary Union","20170928 09:00:00","Economic Sentiment Indicator","","","","2"
"European Monetary Union","20170928 09:00:00","Industrial Confidence","","","","2"
"Australia","20170928 09:00:00","RBA Assist Gov Debelle Speech","","","","2"
"Italy","20170928 09:30:00","10-y Bond Auction","","","","1"
"Italy","20170928 09:30:00","5-y Bond Auction","","","","1"
"Brazil","20170928 11:00:00","Inflation Index/IGP-M","","","","1"
"European Monetary Union","20170928 11:10:00","ECB's Lautenschläger Speech","","","","2"
"Germany","20170928 12:00:00","Consumer Price Index (YoY)","","","","1"
"Germany","20170928 12:00:00","Consumer Price Index (MoM)","","","","1"
"Germany","20170928 12:00:00","Harmonised Index of Consumer Prices (YoY)","","","","1"
"Germany","20170928 12:00:00","Harmonised Index of Consumer Prices (MoM)","","","","1"
"United States","20170928 12:30:00","Initial Jobless Claims","","","","2"
"United States","20170928 12:30:00","Continuing Jobless Claims","","","","2"
"United States","20170928 12:30:00","Wholesale Inventories","","","","1"
"United States","20170928 12:30:00","Goods Trade Balance","","","","1"
"United States","20170928 12:30:00","Personal Consumption Expenditures Prices (QoQ)","","","","2"
"United States","20170928 12:30:00","Core Personal Consumption Expenditures (QoQ)","","","","3"
"Russia","20170928 13:00:00","Central Bank Reserves $","","","","1"
"United States","20170928 13:30:00","Gross Domestic Product Price Index","","","","2"
"United States","20170928 13:30:00","Gross Domestic Product Annualized","","","","3"
"United States","20170928 13:45:00","Fed's George Speech","","","","2"
"United States","20170928 14:15:00","Fed's Stanley Fischer speech","","","","2"
"United States","20170928 14:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20170928 15:00:00","Kansas Fed manufacturing activity","","","","1"
"United States","20170928 17:00:00","7-Year Note Auction","","","","1"
"Mexico","20170928 18:00:00","Central Bank Interest Rate","","","","1"
"New Zealand","20170928 21:45:00","Building Permits s.a. (MoM)","","","","2"
"United Kingdom","20170928 23:01:00","Gfk Consumer Confidence","","","","2"
" Energy (YoY)"","20170928 23:30:00",""Tokyo CPI ex Food","","","","Japan"
"Japan","20170928 23:30:00","Tokyo Consumer Price Index (YoY)","","","","1"
"Japan","20170928 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","","","1"
" Energy (YoY)"","20170928 23:30:00",""National CPI Ex Food","","","","Japan"
"Japan","20170928 23:30:00","National Consumer Price Index (YoY)","","","","2"
"Japan","20170928 23:30:00","National CPI Ex-Fresh Food (YoY)","","","","2"
"Japan","20170928 23:30:00","Unemployment Rate","","","","2"
"Japan","20170928 23:30:00","Jobs/applicants ratio","","","","2"
"Japan","20170928 23:30:00","Overall Household Spending (YoY)","","","","2"
"Japan","20170928 23:50:00","BOJ Summary of Opinions","","","","1"
"Japan","20170928 23:50:00","Industrial Production (MoM)","","","","1"
"Japan","20170928 23:50:00","Industrial Production (YoY)","","","","1"
"Japan","20170928 23:50:00","Retail Trade s.a (MoM)","","","","2"
"Japan","20170928 23:50:00","Retail Trade (YoY)","","","","2"
"Japan","20170928 23:50:00","Large Retailer's Sales","","","","2"
