"country","date","name","actual","consensus","previous","volatility"
"Australia","20130117 00:30:00","Employment Change s.a.",""," 2.300 "," 13.900 ","2"
"Australia","20130117 00:30:00","Unemployment Rate s.a.","","5.400  %","5.200  %","2"
"European Monetary Union","20130117 09:00:00","ECB Monthly Report","","","","2"
"Canada","20130117 13:30:00","Canadian portfolio investment in foreign securities","","","$ 3.190 ","1"
"Canada","20130117 13:30:00","Foreign portfolio investment in Canadian securities","","$ 9.450 ","$ 13.260 ","1"
"United States","20130117 13:30:00","Housing Starts (MoM)",""," 0.890 "," 0.861 ","2"
"United States","20130117 13:30:00","Building Permits (MoM)",""," 0.903 "," 0.899 ","2"
"United States","20130117 13:30:00","Initial Jobless Claims",""," 365.000 "," 371.000 ","2"
"United States","20130117 13:30:00","Continuing Jobless Claims",""," 3.159 "," 3.109 ","1"
"United States","20130117 15:00:00","Philadelphia Fed Manufacturing Survey",""," 7.100 "," 8.100 ","2"
"United States","20130117 15:30:00","EIA Natural Gas Storage change","",""," -201.000 ","1"
"New Zealand","20130117 21:45:00","Consumer Price Index (YoY)","","1.200  %","0.800  %","3"
"New Zealand","20130117 21:45:00","Consumer Price Index (QoQ)","","0.100  %","0.300  %","2"
"Chile","20130117 23:00:00","BCCH Interest Rate","","","","1"
"Japan","20130117 23:50:00","Foreign bond investment","","","¥ -398.200 ","1"
"Japan","20130117 23:50:00","Foreign investment in Japan stocks","","","¥ 178.900 ","1"
