"country","date","name","actual","consensus","previous","volatility"
"Italy","20171101 00:00:00","All Saints Day","","","","0"
"Brazil","20171101 00:00:00","All Saints Day","","","","0"
"Spain","20171101 00:00:00","All Saints' Day","","","","0"
"Portugal","20171101 00:00:00",""All Saints Day "","","","","0"
"France","20171101 00:00:00","All Saints Day","","","","0"
"United Kingdom","20171101 00:01:00","BRC Shop Price Index (YoY)","","","","1"
"Japan","20171101 00:30:00","Nikkei Manufacturing PMI","","","","1"
"China","20171101 01:45:00","Caixin Manufacturing PMI","","","","2"
"Australia","20171101 05:30:00","RBA Commodity Index SDR (YoY)","","","","1"
"Russia","20171101 06:00:00","HSBC Manufacturing PMI	","","","","1"
"United Kingdom","20171101 07:00:00","Nationwide Housing Prices s.a (MoM)","","","","1"
"United Kingdom","20171101 07:00:00","Nationwide Housing Prices n.s.a (YoY)","","","","1"
"Switzerland","20171101 08:30:00","SVME - Purchasing Managers' Index","","","","1"
"Greece","20171101 09:00:00","Markit Manufacturing PMI","","","","1"
"United Kingdom","20171101 09:30:00","Markit Manufacturing PMI","","","","2"
"United Kingdom","20171101 10:00:00","MPC Member Cunliffe Speech","","","","2"
"United States","20171101 11:00:00","MBA Mortgage Applications","","","","1"
"Brazil","20171101 11:00:00","Industrial Output (MoM)","","","","1"
"Brazil","20171101 11:00:00","Industrial Output (YoY)","","","","1"
"Brazil","20171101 12:00:00","HSBC PMI Manufacturing","","","","1"
"United States","20171101 12:15:00","ADP Employment Change","","","","2"
"Canada","20171101 13:30:00","Markit Manufacturing PMI","","","","2"
"United States","20171101 13:45:00","Markit Manufacturing PMI","","","","2"
"United States","20171101 14:00:00","ISM Prices Paid","","","","3"
"United States","20171101 14:00:00","ISM Manufacturing PMI","","","","3"
"United States","20171101 14:00:00","Construction Spending (MoM)","","","","2"
"United States","20171101 14:30:00","EIA Crude Oil Stocks change","","","","2"
"Brazil","20171101 17:00:00","Trade Balance","","","","1"
"Switzerland","20171101 17:15:00","SNB Gov Board Member Zurbrugg Speech","","","","2"
"United States","20171101 18:00:00","Fed's Monetary Policy Statement","","","","3"
"United States","20171101 18:00:00","Fed Interest Rate Decision","","","","3"
"United States","20171101 19:30:00","Total Vehicle Sales","","","","1"
"Canada","20171101 20:15:00","BoC Governor Poloz Speech","","","","3"
"Japan","20171101 23:50:00","Monetary Base (YoY)","","","","1"
"Japan","20171101 23:50:00","Foreign bond investment","","","","2"
"Japan","20171101 23:50:00","Foreign investment in Japan stocks","","","","2"
