"country","date","name","actual","consensus","previous","volatility"
"Australia","20160728 01:30:00","Export Price Index (QoQ)","","","","1"
"Australia","20160728 01:30:00","Import Price Index (QoQ)","","","","1"
"Russia","20160728 05:00:00","Gross Domestic Product Monthly (YoY)","","","","1"
"United Kingdom","20160728 06:00:00","Nationwide Housing Prices n.s.a (YoY)","","","","1"
"United Kingdom","20160728 06:00:00","Nationwide Housing Prices s.a (MoM)","","","","1"
"Spain","20160728 07:00:00","Unemployment Survey","","","","1"
"Germany","20160728 07:55:00","Unemployment Change","","","","2"
"Germany","20160728 07:55:00","Unemployment Rate s.a.","","","","2"
"Italy","20160728 08:00:00","Wage Inflation (MoM)","","","","1"
"Italy","20160728 08:00:00","Wage Inflation (YoY)","","","","1"
"European Monetary Union","20160728 09:00:00","Consumer Confidence","","","","1"
"European Monetary Union","20160728 09:00:00","Services Sentiment","","","","1"
"European Monetary Union","20160728 09:00:00","Industrial Confidence","","","","1"
"European Monetary Union","20160728 09:00:00","Business Climate","","","","1"
"European Monetary Union","20160728 09:00:00","Economic Sentiment Indicator","","","","1"
"Italy","20160728 09:30:00","10-y Bond Auction","","","","1"
"Italy","20160728 09:30:00","5-y Bond Auction","","","","1"
"Portugal","20160728 10:00:00","Business Confidence","","","","1"
"Portugal","20160728 10:00:00","Consumer Confidence","","","","1"
"Brazil","20160728 11:00:00","Inflation Index/IGP-M","","","","1"
"Germany","20160728 12:00:00","Consumer Price Index (YoY)","","","","2"
"Germany","20160728 12:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20160728 12:00:00","Consumer Price Index (MoM)","","","","2"
"Germany","20160728 12:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"United States","20160728 12:30:00","Initial Jobless Claims","","","","2"
"United States","20160728 12:30:00","Continuing Jobless Claims","","","","1"
"United States","20160728 12:30:00","Goods Trade Balance","","","","1"
"United States","20160728 14:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20160728 15:00:00","Kansas Fed manufacturing activity","","","","1"
"United States","20160728 17:00:00","7-Year Note Auction","","","","1"
"New Zealand","20160728 22:45:00","Building Permits s.a. (MoM)","","","","2"
"United Kingdom","20160728 23:05:00","Gfk Consumer Confidence","","","","2"
"Japan","20160728 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","","","1"
"Japan","20160728 23:30:00","Tokyo Consumer Price Index (YoY)","","","","1"
" Energy (YoY)"","20160728 23:30:00",""Tokyo CPI ex Food","","","","Japan"
"Japan","20160728 23:30:00","National Consumer Price Index (YoY)","","","","2"
"Japan","20160728 23:30:00","National CPI Ex-Fresh Food (YoY)","","","","2"
" Energy (YoY)"","20160728 23:30:00",""National CPI Ex Food","","","","Japan"
"Japan","20160728 23:30:00","Jobs/applicants ratio","","","","2"
"Japan","20160728 23:30:00","Unemployment Rate","","","","2"
"Japan","20160728 23:30:00","Overall Household Spending (YoY)","","","","2"
"Japan","20160728 23:50:00","Industrial Production (MoM)","","","","2"
"Japan","20160728 23:50:00","Industrial Production (YoY)","","","","2"
"Japan","20160728 23:50:00","Retail Trade s.a (MoM)","","","","2"
"Japan","20160728 23:50:00","Retail Trade (YoY)","","","","2"
"Japan","20160728 23:50:00","Large Retailer's Sales","","","","2"
