"country","date","name","actual","consensus","previous","volatility"
"China","20140908 02:00:00","Trade Balance","","$ 40.000 ","$ 47.300 ","2"
"Japan","20140908 05:00:00","Eco Watchers Survey: Current","",""," 51.300 ","2"
"Japan","20140908 05:00:00","Eco Watchers Survey: Outlook","",""," 51.500 ","2"
"Switzerland","20140908 05:45:00","Unemployment Rate s.a (MoM)","","3.200  %","3.200  %","2"
"Germany","20140908 06:00:00","Trade Balance s.a.","","€ 16.800 ","€ 16.200 ","2"
"United Kingdom","20140908 07:00:00","Halifax House Prices (3m/YoY)","","9.900  %","10.200  %","1"
"United Kingdom","20140908 07:00:00","Halifax House Prices (MoM)","","","1.400  %","1"
"Switzerland","20140908 07:15:00","Consumer Price Index (YoY)","","0.000  %","0.000  %","2"
"Switzerland","20140908 07:15:00","Real Retail Sales (YoY)","","2.600  %","3.400  %","2"
"Chile","20140908 12:00:00","Consumer Price Index (Inflation) (MoM)","","","0.200  %","1"
"Chile","20140908 12:00:00","Core Consumer Price Index (Inflation) (MoM)","","","0.200  %","1"
"Canada","20140908 12:30:00","Building Permits (MoM)","","-10.000  %","13.500  %","2"
"Chile","20140908 12:30:00","Trade Balance","","","$ 380.000 ","1"
"Hungary","20140908 14:00:00","Budget Balance","",""," -37.500 ","1"
"Turkey","20140908 14:30:00","Treasury Cash Balance","",""," -13.700 ","1"
"United States","20140908 15:30:00","3-Month Bill Auction","","","0.025  %","1"
"United States","20140908 15:30:00","6-Month Bill Auction","","","0.050  %","1"
"United States","20140908 19:00:00","Consumer Credit Change","","$ 17.350 ","$ 17.260 ","2"
"New Zealand","20140908 22:45:00","Electronic Card Retail Sales (YoY)","","","5.100  %","1"
"New Zealand","20140908 22:45:00","Electronic Card Retail Sales  (MoM)","","","0.000  %","1"
"United Kingdom","20140908 23:01:00","BRC Retail Sales Monitor - All (YoY)","","0.500  %","-0.300  %","1"
"Japan","20140908 23:50:00","BoJ Monetary Policy Meeting Minutes","","","","2"
"Japan","20140908 23:50:00","Money Supply M2+CD (YoY)","","","3.000  %","1"
"Japan","20140908 23:50:00","Tertiary Industry Index (MoM)","","","-0.100  %","2"
