"country","date","name","actual","consensus","previous","volatility"
"Italy","20170602 00:00:00","Republic Day","","","","0"
"Australia","20170602 01:00:00","HIA New Home Sales (MoM)","","","","2"
"Japan","20170602 05:00:00","Consumer Confidence Index","","","","1"
"Spain","20170602 07:00:00","Unemployment Change","","","","1"
"Brazil","20170602 08:00:00","Fipe's IPC Inflation","","","","1"
"United Kingdom","20170602 08:30:00","PMI Construction","","","","2"
"Greece","20170602 09:00:00","Gross Domestic Product n.s.a (YoY)","","","","1"
"European Monetary Union","20170602 09:00:00","Producer Price Index (MoM)","","","","1"
"European Monetary Union","20170602 09:00:00","Producer Price Index (YoY)","","","","2"
"Brazil","20170602 11:00:00","Trade Balance","","","","1"
" USD"","20170602 11:30:00",""FX Reserves","","","","India"
"Brazil","20170602 12:00:00","Industrial Output (MoM)","","","","1"
"Brazil","20170602 12:00:00","Industrial Output (YoY)","","","","1"
"United States","20170602 12:30:00","Unemployment Rate","","","","3"
"United States","20170602 12:30:00","Labor Force Participation Rate","","","","2"
"United States","20170602 12:30:00","Average Hourly Earnings (MoM)","","","","1"
"United States","20170602 12:30:00","Average Hourly Earnings (YoY)","","","","2"
"United States","20170602 12:30:00","Average Weekly Hours","","","","2"
"United States","20170602 12:30:00","Nonfarm Payrolls","","","","3"
"United States","20170602 12:30:00","Trade Balance","","","","2"
"Canada","20170602 12:30:00","Labor Productivity (QoQ)","","","","1"
"Canada","20170602 12:30:00","International Merchandise Trade","","","","1"
"Canada","20170602 12:30:00","Exports","","","","1"
"Canada","20170602 13:30:00","Imports","","","","1"
"United States","20170602 13:45:00","ISM New York index","","","","1"
"United States","20170602 17:00:00","Baker Hughes US Oil Rig Count","","","","1"
"United States","20170602 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20170602 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20170602 19:30:00","CFTC Oil NC net positions","","","","1"
"United Kingdom","20170602 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170602 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170602 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170602 19:30:00","CFTC AUD NC net positions","","","","1"
