"country","date","name","actual","consensus","previous","volatility"
"Australia","20140109 00:30:00","Building Permits (YoY)","","","23.100  %","2"
"Australia","20140109 00:30:00","Retail Sales s.a. (MoM)","","0.300  %","0.500  %","2"
"China","20140109 01:30:00","Consumer Price Index (MoM)","","0.400  %","-0.100  %","2"
"China","20140109 01:30:00","Consumer Price Index (YoY)","","2.700  %","3.000  %","2"
"China","20140109 01:30:00","Producer Price Index (YoY)","","-1.300  %","-1.400  %","2"
"United Kingdom","20140109 09:30:00","Goods Trade Balance","","£ -9.450 ","£ -9.732 ","2"
"United Kingdom","20140109 09:30:00","Total Trade Balance","","","£ -2.619 ","2"
"United Kingdom","20140109 09:30:00","Trade Balance; non-EU","","£ -3.500 ","£ -3.254 ","2"
"European Monetary Union","20140109 10:00:00","Consumer Confidence",""," -13.600 "," -15.400 ","2"
"European Monetary Union","20140109 10:00:00","Economic Sentiment Indicator",""," 99.100 "," 98.500 ","2"
"European Monetary Union","20140109 10:00:00","Industrial Confidence",""," -3.000 "," -3.900 ","2"
"European Monetary Union","20140109 10:00:00","Services Sentiment",""," -0.500 "," -0.800 ","2"
"Germany","20140109 11:00:00","Industrial Production n.s.a. w.d.a. (YoY)","","","1.000  %","2"
"United Kingdom","20140109 12:00:00","BoE Interest Rate Decision","","0.500  %","0.500  %","2"
"European Monetary Union","20140109 12:00:00","BoE Interest Rate Decision","","0.500  %","0.500  %","2"
"United Kingdom","20140109 12:00:00","BoE Asset Purchase Facility","","£ 375.000 ","£ 375.000 ","2"
"European Monetary Union","20140109 12:00:00","BoE Asset Purchase Facility","","£ 375.000 ","£ 375.000 ","2"
"United Kingdom","20140109 12:30:00","BoE Monetary Policy Statement","","","","2"
"European Monetary Union","20140109 12:30:00","BoE Monetary Policy Statement","","","","2"
"European Monetary Union","20140109 12:45:00","ECB Interest Rate Decision","","0.250  %","0.250  %","2"
"Canada","20140109 13:15:00","Housing Starts s.a (YoY)",""," 190.000 "," 192.200 ","2"
"Canada","20140109 13:30:00","Building Permits (MoM)","","-3.000  %","7.400  %","1"
"European Monetary Union","20140109 13:30:00","ECB Monetary policy statement and press conference","","","","3"
"United States","20140109 13:30:00","Initial Jobless Claims",""," 335.000 "," 339.000 ","2"
"United States","20140109 13:30:00","Continuing Jobless Claims",""," 2.840 "," 2.833 ","2"
"Canada","20140109 13:30:00","New Housing Price Index (MoM)","","0.100  %","0.100  %","1"
"Canada","20140109 13:30:00","New Housing Price Index (YoY)","","","1.500  %","2"
"Mexico","20140109 14:00:00","Core Inflation","","","0.140  %","1"
"Mexico","20140109 14:00:00","Headline Inflation","","","0.930  %","1"
"United States","20140109 15:30:00","EIA Natural Gas Storage change",""," -147.000 "," -97.000 ","1"
"United States","20140109 18:00:00","30-Year Bond Auction","","","3.900  %","1"
"Japan","20140109 23:50:00","Foreign bond investment","","","¥ -680.600 ","2"
"Japan","20140109 23:50:00","Foreign investment in Japan stocks","","","¥ 838.300 ","2"
"Japan","20140109 23:50:00","JP Foreign Reserves","","","$ 1,275.400 ","1"
