"country","date","name","actual","consensus","previous","volatility"
"Japan","20141125 01:00:00","Bank of Japan Governor Kuroda Speech","","","","2"
"China","20141125 02:00:00","CB Leading Economic Index","",""," 0.900 ","2"
"New Zealand","20141125 02:00:00","RBNZ Inflation Expectations (YoY)","","","2.200  %","2"
"Germany","20141125 07:00:00","Gross Domestic Product w.d.a (YoY)","","1.200  %","1.400  %","2"
"Germany","20141125 07:00:00","Gross Domestic Product n.s.a (YoY)","","","1.000  %","2"
"Australia","20141125 09:05:00","RBA Deputy Governor Lowe Speech","","","","2"
"United Kingdom","20141125 09:30:00","BBA Mortgage Approvals",""," 38.500 "," 39.300 ","2"
"United Kingdom","20141125 10:00:00","Inflation Report Hearings","","","","2"
"European Monetary Union","20141125 10:00:00","Inflation Report Hearings","","","","2"
"Hungary","20141125 13:00:00","MNB Interest Rate Decision","","","2.100  %","1"
"Slovakia","20141125 13:30:00","Current Account Balance EUR","","","€ -79.000 ","1"
"United States","20141125 13:30:00","Gross Domestic Product Annualized","","3.300  %","3.500  %","3"
"United States","20141125 13:30:00","Gross Domestic Product Price Index","","1.300  %","2.100  %","2"
"United States","20141125 13:30:00","Personal Consumption Expenditures Prices (QoQ)","","1.200  %","1.200  %","2"
"United States","20141125 13:30:00","Core Personal Consumption Expenditures (QoQ)","","1.400  %","2.000  %","2"
"Canada","20141125 13:30:00","Retail Sales (MoM)","","0.500  %","-0.300  %","2"
"Canada","20141125 13:30:00","Retail Sales ex Autos (MoM)","","0.400  %","-0.300  %","1"
"United States","20141125 13:55:00","Redbook index (YoY)","","","3.900  %","1"
"United States","20141125 13:55:00","Redbook index (MoM)","","","-0.900  %","1"
"United States","20141125 14:00:00","Housing Price Index (MoM)","","","0.500  %","1"
"United States","20141125 14:00:00","S&P/Case-Shiller Home Price Indices (YoY)","","4.600  %","5.600  %","1"
"Mexico","20141125 15:00:00","Accumulated Current Account/GDP","","","1.800  %","1"
"United States","20141125 15:00:00","Consumer Confidence",""," 96.000 "," 94.500 ","3"
"Mexico","20141125 15:00:00","Current Account, $ (QoQ)","","","$ -6,982.000 ","1"
"United States","20141125 15:00:00","Richmond Fed Manufacturing Index","",""," 20.000 ","1"
"United States","20141125 16:30:00","4-Week Bill Auction","","","0.035  %","1"
"United States","20141125 18:00:00","5-Year Note Auction","","","1.567  %","1"
"Argentina","20141125 19:00:00","Trade Balance (MoM)","","","$ 404.000 ","1"
"South Korea","20141125 21:00:00","Consumer Sentiment Index","",""," 105.000 ","1"
