"country","date","name","actual","consensus","previous","volatility"
"European Monetary Union","20150622 00:00:00","EU leaders special summit","","","","3"
"European Monetary Union","20150622 00:00:00","Eurogroup meeting","","","","3"
"Japan","20150622 05:00:00","BoJ Monthly Economic Survey","","","","1"
"Greece","20150622 09:00:00","Current Account (YoY)","","","","1"
"Portugal","20150622 11:00:00","Current Account Balance","","","","1"
"United States","20150622 12:30:00",""Chicago Fed National Activity Index "","","","","2"
"United States","20150622 14:00:00","Existing Home Sales (MoM)","","","","1"
"United States","20150622 14:00:00","Existing Home Sales Change (MoM)","","","","1"
"European Monetary Union","20150622 14:00:00","Consumer Confidence","","","","1"
"United States","20150622 15:30:00","3-Month Bill Auction","","","","1"
"United States","20150622 15:30:00","6-Month Bill Auction","","","","1"
