"country","date","name","actual","consensus","previous","volatility"
"Australia","20131203 00:30:00","Retail Sales s.a. (MoM)","","0.400  %","0.800  %","2"
"China","20131203 01:00:00","Non-manufacturing PMI","",""," 56.300 ","2"
"Australia","20131203 03:30:00","RBA Interest Rate Decision","","2.500  %","2.500  %","2"
"Australia","20131203 03:30:00","RBA Rate Statement","","","","2"
"United Kingdom","20131203 09:30:00","PMI Construction",""," 59.000 "," 59.400 ","2"
"European Monetary Union","20131203 10:00:00","Producer Price Index (YoY)","","-1.000  %","-0.900  %","2"
"Singapore","20131203 13:30:00","Purchasing Managers Index","",""," 51.200 ","1"
"United States","20131203 13:55:00","Redbook index (MoM)","","","-0.500  %","1"
"United States","20131203 13:55:00","Redbook index (YoY)","","","3.800  %","1"
"United States","20131203 14:45:00","ISM New York index","",""," 59.300 ","1"
"Denmark","20131203 15:00:00","Currency Reserves","",""," 491.000 ","1"
"United States","20131203 15:00:00","IBD/TIPP Economic Optimism (MoM)",""," 43.200 "," 41.400 ","1"
"United States","20131203 16:30:00","4-Week Bill Auction","","","0.065  %","1"
"United States","20131203 22:00:00","Total Vehicle Sales",""," 15.700 "," 15.230 ","1"
"Australia","20131203 22:30:00","AiG Performance of Services Index","",""," 47.900 ","2"
