"country","date","name","actual","consensus","previous","volatility"
"Japan","20150708 05:00:00","Eco Watchers Survey: Current","","","","2"
"Japan","20150708 05:00:00","Eco Watchers Survey: Outlook","","","","2"
"European Monetary Union","20150708 06:00:00","EU Extraordinary Economic Summit","","","","3"
"United Kingdom","20150708 07:00:00","Halifax House Prices (3m/YoY)","","","","1"
"United Kingdom","20150708 07:00:00","Halifax House Prices (MoM)","","","","1"
"United States","20150708 11:00:00","MBA Mortgage Applications","","","","1"
"India","20150708 11:30:00","M3 Money Supply","","","","1"
"United Kingdom","20150708 12:30:00","Budget Report","","","","2"
"Canada","20150708 12:30:00","Building Permits (MoM)","","","","2"
"United States","20150708 14:30:00","EIA Crude Oil Stocks change","","","","1"
"United States","20150708 17:00:00","10-Year Note Auction","","","","2"
"United States","20150708 18:00:00","FOMC Minutes","","","","3"
"United States","20150708 18:00:00","FOMC Member Williams speech","","","","1"
"United States","20150708 19:00:00","Consumer Credit Change","","","","2"
"New Zealand","20150708 22:45:00","Electronic Card Retail Sales  (MoM)","","","","2"
"New Zealand","20150708 22:45:00","Electronic Card Retail Sales (YoY)","","","","2"
"United Kingdom","20150708 23:01:00","RICS Housing Price Balance","","","","2"
"Japan","20150708 23:50:00","Machinery Orders (MoM)","","","","1"
"Japan","20150708 23:50:00","Foreign bond investment","","","","2"
"Japan","20150708 23:50:00","Foreign investment in Japan stocks","","","","2"
"Japan","20150708 23:50:00","Money Supply M2+CD (YoY)","","","","0"
"Japan","20150708 23:50:00","Machinery Orders (YoY)","","","","1"
