"country","date","name","actual","consensus","previous","volatility"
"Australia","20171229 00:00:00","HIA New Home Sales (MoM)","","","","2"
"Australia","20171229 00:30:00","Private Sector Credit (YoY)","","","","1"
"Australia","20171229 00:30:00","Private Sector Credit (MoM)","","","","1"
"Russia","20171229 06:00:00","Purchasing Manager Index Services","","","","1"
"Spain","20171229 08:00:00","HICP (YoY)","","","","1"
"Italy","20171229 09:00:00","Producer Price Index (YoY)","","","","1"
"Italy","20171229 09:00:00","Producer Price Index (MoM)","","","","1"
"Spain","20171229 09:00:00","Current Account Balance","","","","1"
"European Monetary Union","20171229 09:00:00","Private loans (YoY)","","","","1"
"European Monetary Union","20171229 09:00:00","M3 Money Supply (3m)","","","","1"
"European Monetary Union","20171229 09:00:00","M3 Money Supply (YoY)","","","","1"
"Greece","20171229 10:00:00","Retail Sales (YoY)","","","","1"
"Greece","20171229 10:00:00","Producer Price Index (YoY)","","","","1"
" INR"","20171229 10:00:00",""Federal Fiscal Deficit","","","","India"
"Brazil","20171229 11:00:00","Unemployment Rate","","","","1"
"India","20171229 11:30:00","Infrastructure Output (YoY)","","","","1"
" USD"","20171229 11:30:00",""FX Reserves","","","","India"
"Germany","20171229 13:00:00","Harmonised Index of Consumer Prices (MoM)","","","","1"
"Germany","20171229 13:00:00","Consumer Price Index (YoY)","","","","1"
"Germany","20171229 13:00:00","Consumer Price Index (MoM)","","","","1"
"Germany","20171229 13:00:00","Harmonised Index of Consumer Prices (YoY)","","","","3"
"United States","20171229 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20171229 20:30:00","CFTC Oil NC net positions","","","","1"
"United States","20171229 20:30:00","CFTC Gold NC net positions","","","","1"
"United States","20171229 20:30:00","CFTC USD NC net positions","","","","1"
"United Kingdom","20171229 20:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20171229 20:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20171229 20:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20171229 20:30:00","CFTC AUD NC net positions","","","","1"
" pesos"","20171229 21:00:00",""Fiscal Balance","","","","Mexico"
