"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20170119 00:00:00","World Economic Forum - Davos","","","","2"
"Russia","20170119 00:00:00","Budget Fulfilment","","","","1"
"Australia","20170119 00:00:00","Consumer Inflation Expectation","","","","2"
"United Kingdom","20170119 00:01:00","RICS Housing Price Balance","","","","2"
"Australia","20170119 00:30:00","RBA Foreign Exchange Transaction","","","","1"
"Australia","20170119 00:30:00","Fulltime employment","","","","2"
"Australia","20170119 00:30:00","Part-time employment","","","","2"
"Australia","20170119 00:30:00","Employment Change s.a.","","","","3"
"Australia","20170119 00:30:00","Unemployment Rate s.a.","","","","3"
"Australia","20170119 00:30:00","Participation Rate","","","","1"
"China","20170119 01:30:00",""House Price Index "","","","","1"
"Switzerland","20170119 08:15:00","Producer and Import Prices (MoM)","","","","1"
"Switzerland","20170119 08:15:00","Producer and Import Prices (YoY)","","","","1"
"European Monetary Union","20170119 09:00:00","Current Account n.s.a","","","","1"
"European Monetary Union","20170119 09:00:00","Current Account s.a","","","","1"
"Spain","20170119 09:30:00","5-y Bond Auction","","","","1"
"Spain","20170119 10:00:00","3-y Bond Auction","","","","1"
"Brazil","20170119 11:00:00","Mid-month Inflation","","","","1"
"Portugal","20170119 11:00:00","Current Account Balance","","","","1"
"European Monetary Union","20170119 12:45:00","ECB Interest Rate Decision","","","","3"
"European Monetary Union","20170119 12:45:00","ECB deposit rate decision","","","","3"
"United States","20170119 13:30:00","Housing Starts Change","","","","2"
"United States","20170119 13:30:00","Housing Starts (MoM)","","","","2"
"United States","20170119 13:30:00","Building Permits (MoM)","","","","2"
"United States","20170119 13:30:00","Building Permits Change","","","","2"
"United States","20170119 13:30:00","Initial Jobless Claims","","","","2"
"United States","20170119 13:30:00","Continuing Jobless Claims","","","","1"
"United States","20170119 13:30:00","Philadelphia Fed Manufacturing Survey","","","","2"
"European Monetary Union","20170119 13:30:00","ECB Monetary policy statement and press conference","","","","3"
"Canada","20170119 13:30:00","Manufacturing Shipments (MoM)","","","","1"
"Canada","20170119 13:30:00","Foreign portfolio investment in Canadian securities","","","","1"
"Canada","20170119 13:30:00","Canadian portfolio investment in foreign securities","","","","1"
"United States","20170119 15:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20170119 16:00:00","EIA Crude Oil Stocks change","","","","1"
