"country","date","name","actual","consensus","previous","volatility"
"India","20180126 00:00:00",""Republic Day "","","","","0"
"Switzerland","20180126 00:00:00","World Economic Forum - Davos","","","","2"
"Australia","20180126 00:00:00","Australia Day","","","","0"
"France","20180126 07:45:00","Consumer Confidence","","","","1"
"France","20180126 07:45:00","Business Climate","","","","1"
"Italy","20180126 09:00:00","Trade Balance non-EU","","","","1"
"European Monetary Union","20180126 09:00:00","Private loans (YoY)","","","","1"
"European Monetary Union","20180126 09:00:00","M3 Money Supply (3m)","","","","1"
"European Monetary Union","20180126 09:00:00","M3 Money Supply (YoY)","","","","1"
"United Kingdom","20180126 09:30:00","Gross Domestic Product (QoQ)","","","","2"
"United Kingdom","20180126 09:30:00","Gross Domestic Product (YoY)","","","","2"
"United Kingdom","20180126 09:30:00","Index of Services (3M/3M)","","","","1"
"European Monetary Union","20180126 10:00:00","ECB Cœuré Speech","","","","2"
" USD"","20180126 11:30:00",""FX Reserves","","","","India"
"Brazil","20180126 12:30:00","Current Account","","","","1"
"United States","20180126 13:00:00","Fed's Bullard speech","","","","2"
"Russia","20180126 13:00:00","Producer Price Index (YoY)","","","","1"
"Russia","20180126 13:00:00","Producer Price Index (MoM)","","","","1"
"United States","20180126 13:30:00","Gross Domestic Product Price Index","","","","2"
"United States","20180126 13:30:00","Gross Domestic Product Annualized","","","","3"
"United States","20180126 13:30:00","Wholesale Inventories","","","","1"
"United States","20180126 13:30:00","Goods Trade Balance","","","","1"
"United States","20180126 13:30:00","Durable Goods Orders ex Transportation","","","","2"
"United States","20180126 13:30:00","Durable Goods Orders","","","","2"
"Canada","20180126 13:30:00","Consumer Price Index (MoM)","","","","2"
"Canada","20180126 13:30:00","Bank of Canada Consumer Price Index Core (MoM)","","","","2"
"Canada","20180126 13:30:00","Bank of Canada Consumer Price Index Core (YoY)","","","","2"
"Canada","20180126 13:30:00","Consumer Price Index (YoY)","","","","2"
" $"","20180126 14:00:00",""Trade Balance","","","","Mexico"
" $"","20180126 14:00:00",""Trade Balance s/a","","","","Mexico"
"United Kingdom","20180126 14:00:00","BOE's Governor Carney speech","","","","3"
"European Monetary Union","20180126 14:00:00","BOE's Governor Carney speech","","","","2"
"Japan","20180126 14:00:00","Bank of Japan Governor Kuroda Speech","","","","2"
"United States","20180126 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20180126 20:30:00","CFTC Oil NC net positions","","","","1"
"United States","20180126 20:30:00","CFTC Gold NC net positions","","","","1"
"United States","20180126 20:30:00","CFTC USD NC net positions","","","","1"
"United Kingdom","20180126 20:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20180126 20:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20180126 20:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20180126 20:30:00","CFTC AUD NC net positions","","","","1"
