"country","date","name","actual","consensus","previous","volatility"
"Australia","20150706 00:30:00","TD Securities Inflation (MoM)","","","","1"
"Australia","20150706 00:30:00","TD Securities Inflation (YoY)","","","","1"
"Australia","20150706 01:30:00","ANZ Job Advertisements","","","","1"
"Japan","20150706 05:00:00","Leading Economic Index","","","","2"
"Japan","20150706 05:00:00","Coincident Index","","","","2"
"Germany","20150706 06:00:00","Factory Orders n.s.a. (YoY)","","","","1"
"Germany","20150706 06:00:00","Factory Orders s.a. (MoM)","","","","1"
"Spain","20150706 07:00:00","Industrial Output Cal Adjusted (YoY)","","","","1"
"United Kingdom","20150706 07:00:00","Halifax House Prices (3m/YoY)","","","","1"
"United Kingdom","20150706 07:00:00","Halifax House Prices (MoM)","","","","1"
"Switzerland","20150706 07:15:00","Consumer Price Index (YoY)","","","","1"
"Switzerland","20150706 07:15:00","Consumer Price Index (MoM)","","","","1"
"European Monetary Union","20150706 08:30:00","Sentix Investor Confidence","","","","1"
"United States","20150706 13:45:00","Markit Services PMI","","","","2"
"United States","20150706 13:45:00","Markit PMI Composite","","","","2"
"United States","20150706 14:00:00","Labor Market Conditions Index","","","","2"
"United States","20150706 14:00:00","ISM Non-Manufacturing PMI","","","","2"
"Canada","20150706 14:00:00","Ivey Purchasing Managers Index s.a","","","","2"
"Canada","20150706 14:00:00","Ivey Purchasing Managers Index","","","","2"
"Canada","20150706 14:30:00","Bank of Canada Business Outlook Survey","","","","2"
"United States","20150706 15:30:00","6-Month Bill Auction","","","","1"
"United States","20150706 15:30:00","3-Month Bill Auction","","","","1"
"New Zealand","20150706 22:00:00","NZIER Business Confidence (QoQ)","","","","2"
"Australia","20150706 23:30:00","AiG Performance of Construction Index","","","","2"
"Japan","20150706 23:50:00","JP Foreign Reserves","","","","1"
