"country","date","name","actual","consensus","previous","volatility"
"China","20160301 01:00:00","Non-manufacturing PMI","","","","2"
"China","20160301 01:45:00","Caixin Manufacturing PMI","","","","2"
"Japan","20160301 02:00:00","Nikkei Manufacturing PMI","","","","1"
"Australia","20160301 03:30:00","RBA Interest Rate Decision","","","","3"
"Australia","20160301 03:30:00","RBA Rate Statement","","","","3"
"United States","20160301 04:30:00","Fed's William Dudley speech","","","","1"
"Australia","20160301 05:30:00","RBA Commodity Index SDR (YoY)","","","","1"
"Spain","20160301 08:15:00","Markit Manufacturing PMI","","","","1"
"Switzerland","20160301 08:15:00","Real Retail Sales (YoY)","","","","3"
"Switzerland","20160301 08:30:00","SVME - Purchasing Managers' Index","","","","1"
"Italy","20160301 08:45:00","Markit Manufacturing PMI","","","","1"
"France","20160301 08:50:00","Markit Manufacturing PMI","","","","1"
"Germany","20160301 08:55:00","Unemployment Rate s.a.","","","","3"
"Germany","20160301 08:55:00","Unemployment Change","","","","3"
"Germany","20160301 08:55:00","Markit Manufacturing PMI","","","","2"
"Italy","20160301 09:00:00","Unemployment","","","","2"
"Greece","20160301 09:00:00","Markit Manufacturing PMI","","","","1"
"European Monetary Union","20160301 09:00:00","Markit Manufacturing PMI","","","","2"
"United Kingdom","20160301 09:30:00","Markit Manufacturing PMI","","","","2"
"European Monetary Union","20160301 10:00:00","Unemployment Rate","","","","2"
"Canada","20160301 13:30:00","Gross Domestic Product Annualized (QoQ)","","","","2"
"Canada","20160301 13:30:00","Gross Domestic Product (MoM)","","","","2"
"United States","20160301 13:55:00","Redbook index (MoM)","","","","1"
"United States","20160301 13:55:00","Redbook index (YoY)","","","","1"
"Canada","20160301 14:30:00","RBC Manufacturing PMI","","","","2"
"United States","20160301 14:45:00","Markit Manufacturing PMI","","","","2"
"United States","20160301 15:00:00","ISM Manufacturing PMI","","","","3"
"United States","20160301 15:00:00","ISM Prices Paid","","","","3"
"United States","20160301 15:00:00","Construction Spending (MoM)","","","","2"
"New Zealand","20160301 15:00:00","GDT Price Index","","","","1"
"United States","20160301 16:30:00","52-Week Bill auction","","","","1"
"United States","20160301 16:30:00","4-Week Bill Auction","","","","1"
"United States","20160301 18:30:00","Total Vehicle Sales","","","","1"
"United States","20160301 21:30:00","API Weekly Crude Oil Stock","","","","2"
"Japan","20160301 23:50:00","Monetary Base (YoY)","","","","1"
