"country","date","name","actual","consensus","previous","volatility"
"Australia","20130313 00:30:00","Home Loans","","0.000  %","-1.500  %","2"
"European Monetary Union","20130313 10:00:00","Industrial Production w.d.a. (YoY)","","-2.200  %","-2.400  %","2"
"United States","20130313 12:30:00","Import Price Index (MoM)","","0.500  %","0.600  %","1"
"United States","20130313 12:30:00","Export Price Index (MoM)","","0.300  %","0.300  %","1"
"United States","20130313 12:30:00","Export Price Index (YoY)","","","1.100  %","1"
"United States","20130313 12:30:00","Import Price Index (YoY)","","","-1.300  %","1"
"United States","20130313 12:30:00","Retail Sales (MoM)","","0.500  %","0.100  %","3"
"United States","20130313 12:30:00","Retail Sales ex Autos (MoM)","","0.500  %","0.200  %","2"
"United States","20130313 14:00:00","Business Inventories","","0.400  %","0.100  %","2"
"United States","20130313 14:30:00","EIA Crude Oil Stocks change",""," 2.300 "," 3.833 ","1"
"United States","20130313 17:00:00","10-Year Note Auction","","","2.046  %","2"
"United States","20130313 18:00:00","Monthly Budget Statement",""," -205.000 "," 2.880 ","2"
"Argentina","20130313 19:00:00","Consumer Price Index (MoM)","","","1.100  %","1"
"New Zealand","20130313 20:00:00","RBNZ Interest Rate Decision","","2.500  %","2.500  %","3"
"New Zealand","20130313 20:00:00","Monetary Policy Statement ","","","","3"
"Japan","20130313 23:50:00","Foreign bond investment","","","¥ 657.800 ","1"
"Japan","20130313 23:50:00","Foreign investment in Japan stocks","","","¥ 269.600 ","1"
