"country","date","name","actual","consensus","previous","volatility"
"Australia","20170302 00:30:00","Building Permits (MoM)","","","","1"
"Australia","20170302 00:30:00","Building Permits (YoY)","","","","1"
"Australia","20170302 00:30:00","Imports","","","","2"
"Australia","20170302 00:30:00","Exports","","","","2"
"Australia","20170302 00:30:00","Trade Balance","","","","2"
"Switzerland","20170302 06:45:00","Gross Domestic Product (YoY)","","","","2"
"Switzerland","20170302 06:45:00","Gross Domestic Product s.a. (QoQ)","","","","2"
"Germany","20170302 07:00:00","Import Price Index (MoM)","","","","1"
"Germany","20170302 07:00:00","Import Price Index (YoY)","","","","1"
"Italy","20170302 08:00:00","Unemployment","","","","2"
"Spain","20170302 08:00:00","Gross Domestic Product (YoY)","","","","1"
"Spain","20170302 08:00:00","Gross Domestic Product (QoQ)","","","","1"
"Spain","20170302 08:00:00","Unemployment Change","","","","1"
"Switzerland","20170302 08:15:00","Real Retail Sales (YoY)","","","","2"
"Spain","20170302 09:00:00","House Price Index (QoQ)","","","","1"
"United Kingdom","20170302 09:30:00","PMI Construction","","","","2"
"Italy","20170302 10:00:00","Wage Inflation (MoM)","","","","1"
"Italy","20170302 10:00:00","Wage Inflation (YoY)","","","","1"
"Spain","20170302 10:00:00","10-y Obligaciones Auction","","","","1"
"European Monetary Union","20170302 10:00:00","Unemployment Rate","","","","2"
"European Monetary Union","20170302 10:00:00","Consumer Price Index - Core (YoY)","","","","2"
"European Monetary Union","20170302 10:00:00","Consumer Price Index (YoY)","","","","2"
"European Monetary Union","20170302 10:00:00","Producer Price Index (YoY)","","","","2"
"European Monetary Union","20170302 10:00:00","Producer Price Index (MoM)","","","","1"
"France","20170302 10:00:00","10-y Bond Auction","","","","1"
"Brazil","20170302 13:00:00","HSBC PMI Manufacturing","","","","1"
"Russia","20170302 13:00:00","Gross Domestic Product Monthly (YoY)","","","","1"
"United States","20170302 13:30:00","Continuing Jobless Claims","","","","1"
"United States","20170302 13:30:00","Initial Jobless Claims","","","","2"
"Canada","20170302 13:30:00","Gross Domestic Product Annualized (QoQ)","","","","2"
"Canada","20170302 13:30:00","Gross Domestic Product (MoM)","","","","2"
"United States","20170302 14:45:00","ISM New York index","","","","1"
"United States","20170302 15:30:00","EIA Natural Gas Storage change","","","","1"
"Canada","20170302 17:00:00","BoC Gov Council Member Lane Speech","","","","2"
" pesos"","20170302 20:00:00",""Fiscal Balance","","","","Mexico"
"Australia","20170302 22:30:00","AiG Performance of Services Index","","","","1"
"Japan","20170302 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","","","1"
" Energy (YoY)"","20170302 23:30:00",""Tokyo CPI ex Food","","","","Japan"
"Japan","20170302 23:30:00","Tokyo Consumer Price Index (YoY)","","","","1"
"Japan","20170302 23:30:00","National CPI Ex-Fresh Food (YoY)","","","","2"
"Japan","20170302 23:30:00","National Consumer Price Index (YoY)","","","","2"
" Energy (YoY)"","20170302 23:30:00",""National CPI Ex Food","","","","Japan"
"Japan","20170302 23:30:00","Jobs/applicants ratio","","","","2"
"Japan","20170302 23:30:00","Unemployment Rate","","","","2"
"Japan","20170302 23:30:00","Overall Household Spending (YoY)","","","","2"
