"country","date","name","actual","consensus","previous","volatility"
"Australia","20160427 01:30:00","RBA trimmed mean CPI (QoQ)","","","","1"
"Australia","20160427 01:30:00","Consumer Price Index (QoQ)","","","","2"
"Australia","20160427 01:30:00","RBA trimmed mean CPI (YoY)","","","","1"
"Australia","20160427 01:30:00","Consumer Price Index (YoY)","","","","3"
"Japan","20160427 04:30:00","All Industry Activity Index (MoM)","","","","2"
"Germany","20160427 06:00:00","Import Price Index (MoM)","","","","1"
"Germany","20160427 06:00:00","Import Price Index (YoY)","","","","1"
"Germany","20160427 06:00:00","Gfk Consumer Confidence Survey","","","","2"
"Switzerland","20160427 06:00:00","UBS Consumption Indicator","","","","2"
"France","20160427 06:45:00","Consumer Confidence","","","","1"
"Spain","20160427 07:00:00","Retail Sales (YoY)","","","","1"
"Italy","20160427 08:00:00","Consumer Confidence","","","","1"
"Italy","20160427 08:00:00","Business Confidence","","","","1"
"European Monetary Union","20160427 08:00:00","Private loans (YoY)","","","","1"
"European Monetary Union","20160427 08:00:00","M3 Money Supply (3m)","","","","1"
"European Monetary Union","20160427 08:00:00","M3 Money Supply (YoY)","","","","1"
"United Kingdom","20160427 08:30:00","Gross Domestic Product (QoQ)","","","","2"
"United Kingdom","20160427 08:30:00","Gross Domestic Product (YoY)","","","","2"
"United Kingdom","20160427 08:30:00","Index of Services (3M/3M)","","","","1"
"United Kingdom","20160427 10:00:00","CBI Distributive Trades Survey - Realized (MoM)","","","","1"
"United States","20160427 11:00:00","MBA Mortgage Applications","","","","1"
"Germany","20160427 11:00:00","30-y Bond Auction","","","","1"
"India","20160427 11:30:00","M3 Money Supply","","","","1"
"United States","20160427 12:30:00","Goods Trade Balance","","","","1"
"United States","20160427 14:00:00","Pending Home Sales (MoM)","","","","2"
"United States","20160427 14:00:00","Pending Home Sales (YoY)","","","","2"
"United States","20160427 14:30:00","EIA Crude Oil Stocks change","","","","1"
"United States","20160427 18:00:00","Fed Interest Rate Decision","","","","3"
"United States","20160427 18:30:00","Fed's Monetary Policy Statement","","","","3"
"New Zealand","20160427 21:00:00","RBNZ Interest Rate Decision","","","","3"
"New Zealand","20160427 21:00:00",""Monetary Policy Statement "","","","","3"
" Energy (YoY)"","20160427 23:30:00",""Tokyo CPI ex Food","","","","Japan"
"Japan","20160427 23:30:00","Tokyo Consumer Price Index (YoY)","","","","2"
"Japan","20160427 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","","","2"
" Energy (YoY)"","20160427 23:30:00",""National CPI Ex Food","","","","Japan"
"Japan","20160427 23:30:00","National Consumer Price Index (YoY)","","","","2"
"Japan","20160427 23:30:00","National CPI Ex-Fresh Food (YoY)","","","","2"
"Japan","20160427 23:30:00","Unemployment Rate","","","","2"
"Japan","20160427 23:30:00","Jobs/applicants ratio","","","","2"
"Japan","20160427 23:30:00","Overall Household Spending (YoY)","","","","2"
"Japan","20160427 23:50:00","Industrial Production (MoM)","","","","2"
"Japan","20160427 23:50:00","Industrial Production (YoY)","","","","2"
"Japan","20160427 23:50:00","Foreign bond investment","","","","2"
"Japan","20160427 23:50:00","Foreign investment in Japan stocks","","","","2"
"Japan","20160427 23:50:00","Retail Trade s.a (MoM)","","","","2"
"Japan","20160427 23:50:00","Retail Trade (YoY)","","","","2"
"Japan","20160427 23:50:00","Large Retailer's Sales","","","","2"
