"country","date","name","actual","consensus","previous","volatility"
"Australia","20150511 01:30:00","National Australia Bank's Business Conditions"," 4.000 ",""," 6.000 ","1"
"Australia","20150511 01:30:00","National Australia Bank's Business Confidence"," 3.000 ",""," 3.000 ","1"
"United Kingdom","20150511 11:00:00","BoE Interest Rate Decision","","0.500  %","0.500  %","2"
"European Monetary Union","20150511 11:00:00","BoE Interest Rate Decision","","0.500  %","0.500  %","2"
"United Kingdom","20150511 11:00:00","BoE Asset Purchase Facility","","£ 375.000 ","£ 375.000 ","2"
"European Monetary Union","20150511 11:00:00","BoE Asset Purchase Facility","","£ 375.000 ","£ 375.000 ","2"
"United States","20150511 14:00:00","Labor Market Conditions Index","",""," -0.300 ","2"
"United States","20150511 15:30:00","3-Month Bill Auction","","","0.015  %","1"
"United States","20150511 15:30:00","6-Month Bill Auction","","","0.070  %","1"
"New Zealand","20150511 22:00:00","REINZ House Price Index (MoM)","","","6.700  %","2"
"United Kingdom","20150511 23:01:00","BRC Retail Sales Monitor - All (YoY)","","","3.200  %","1"
"Japan","20150511 23:50:00","JP Foreign Reserves","","","$ 1,245.300 ","1"
