"country","date","name","actual","consensus","previous","volatility"
"United States","20170825 00:00:00","Jackson Hole Symposium","","","","3"
"Germany","20170825 06:00:00","Import Price Index (MoM)","","","","1"
"Germany","20170825 06:00:00","Import Price Index (YoY)","","","","1"
"Germany","20170825 06:00:00","Gross Domestic Product (YoY)","","","","2"
"Germany","20170825 06:00:00","Gross Domestic Product (QoQ)","","","","2"
"France","20170825 06:45:00","Consumer Confidence","","","","1"
"Germany","20170825 08:00:00","IFO - Expectations","","","","2"
"Germany","20170825 08:00:00","IFO - Current Assessment","","","","2"
"Germany","20170825 08:00:00","IFO - Business Climate","","","","2"
" USD"","20170825 11:30:00",""FX Reserves","","","","India"
"United States","20170825 12:30:00","Durable Goods Orders","","","","2"
"United States","20170825 12:30:00","Durable Goods Orders ex Transportation","","","","2"
"Mexico","20170825 13:00:00","Jobless Rate s.a","","","","1"
"Mexico","20170825 13:00:00","Jobless Rate","","","","1"
"Mexico","20170825 14:00:00","Accumulated Current Account/GDP","","","","1"
" $ (QoQ)"","20170825 14:00:00",""Current Account","","","","Mexico"
"United States","20170825 16:00:00","Fed's Yellen Speech","","","","3"
"United States","20170825 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
"European Monetary Union","20170825 19:00:00","ECB President Draghi Speaks at Jackson Hole","","","","3"
"United States","20170825 19:30:00","CFTC Gold NC net positions","","","","1"
"United States","20170825 19:30:00","CFTC Oil NC net positions","","","","1"
"United States","20170825 19:30:00","CFTC USD NC net positions","","","","1"
"United Kingdom","20170825 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170825 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170825 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170825 19:30:00","CFTC AUD NC net positions","","","","1"
