"country","date","name","actual","consensus","previous","volatility"
"United States","20170525 00:00:00","OPEC meeting","","","","3"
"Germany","20170525 00:00:00","Ascension Day","","","","0"
"Switzerland","20170525 00:00:00","Ascension Day","","","","0"
"France","20170525 00:00:00",""Ascension Day "","","","","0"
"New Zealand","20170525 02:00:00","Budget Release","","","","3"
"Spain","20170525 07:00:00","Gross Domestic Product (YoY)","","","","1"
"Spain","20170525 07:00:00","Gross Domestic Product (QoQ)","","","","1"
"Italy","20170525 08:00:00","Industrial Sales s.a. (MoM)","","","","1"
"Italy","20170525 08:00:00","Industrial Sales n.s.a. (YoY)","","","","1"
"Italy","20170525 08:00:00","Industrial Orders n.s.a (YoY)","","","","1"
"Italy","20170525 08:00:00","Industrial Orders s.a (MoM)","","","","1"
"Australia","20170525 08:00:00","RBA Assist Gov Debelle Speech","","","","1"
"United Kingdom","20170525 08:30:00","BBA Mortgage Approvals","","","","1"
"United Kingdom","20170525 08:30:00","Gross Domestic Product (QoQ)","","","","2"
"United Kingdom","20170525 08:30:00","Gross Domestic Product (YoY)","","","","2"
"United Kingdom","20170525 08:30:00","Index of Services (3M/3M)","","","","1"
"Italy","20170525 09:00:00","Trade Balance non-EU","","","","1"
"United Kingdom","20170525 09:30:00","Total Business Investment (QoQ)","","","","1"
"United Kingdom","20170525 09:30:00","Total Business Investment (YoY)","","","","1"
"United States","20170525 12:30:00","Continuing Jobless Claims","","","","1"
"United States","20170525 12:30:00","Initial Jobless Claims","","","","2"
"United States","20170525 12:30:00","Wholesale Inventories","","","","1"
"United States","20170525 12:30:00","Goods Trade Balance","","","","1"
" $"","20170525 13:00:00",""Trade Balance s/a","","","","Mexico"
" $"","20170525 13:00:00",""Trade Balance","","","","Mexico"
"Russia","20170525 13:00:00","Central Bank Reserves $","","","","1"
"United States","20170525 14:00:00","FOMC Member Brainard Speech","","","","1"
" $ (QoQ)"","20170525 14:00:00",""Current Account","","","","Mexico"
"United States","20170525 14:30:00","EIA Natural Gas Storage change","","","","1"
"United States","20170525 15:00:00","Kansas Fed manufacturing activity","","","","1"
"United States","20170525 17:00:00","7-Year Note Auction","","","","1"
" Energy (YoY)"","20170525 23:30:00",""Tokyo CPI ex Food","","","","Japan"
"Japan","20170525 23:30:00","Tokyo Consumer Price Index (YoY)","","","","1"
"Japan","20170525 23:30:00","Tokyo CPI ex Fresh Food (YoY)","","","","1"
" Energy (YoY)"","20170525 23:30:00",""National CPI Ex Food","","","","Japan"
"Japan","20170525 23:30:00","National Consumer Price Index (YoY)","","","","2"
"Japan","20170525 23:30:00","National CPI Ex-Fresh Food (YoY)","","","","2"
"Japan","20170525 23:50:00","Corporate Service Price (YoY)","","","","1"
