"country","date","name","actual","consensus","previous","volatility"
"China","20180216 00:00:00","Chinese New Year","","","","0"
"Germany","20180216 07:00:00","Wholesale Price Index (MoM)","","","","2"
"Germany","20180216 07:00:00","Wholesale Price Index (YoY)","","","","2"
"European Monetary Union","20180216 08:20:00","ECB Cœuré Speech","","","","2"
"United Kingdom","20180216 09:30:00","Retail Sales (YoY)","","","","2"
"United Kingdom","20180216 09:30:00","Retail Sales (MoM)","","","","2"
"United Kingdom","20180216 09:30:00","Retail Sales ex-Fuel (MoM)","","","","2"
"United Kingdom","20180216 09:30:00","Retail Sales ex-Fuel (YoY)","","","","2"
"India","20180216 11:30:00","Bank Loan Growth","","","","1"
" USD"","20180216 11:30:00",""FX Reserves","","","","India"
"United States","20180216 13:30:00","Housing Starts (MoM)","","","","2"
"United States","20180216 13:30:00","Building Permits (MoM)","","","","2"
"United States","20180216 13:30:00","Housing Starts Change","","","","2"
"United States","20180216 13:30:00","Building Permits Change","","","","2"
"United States","20180216 13:30:00","Import Price Index (MoM)","","","","1"
"United States","20180216 13:30:00","Export Price Index (MoM)","","","","1"
"United States","20180216 13:30:00","Import Price Index (YoY)","","","","1"
"United States","20180216 13:30:00","Export Price Index (YoY)","","","","1"
"Canada","20180216 13:30:00","Manufacturing Shipments (MoM)","","","","1"
"Canada","20180216 13:30:00","Foreign portfolio investment in Canadian securities","","","","1"
"Canada","20180216 13:30:00","Canadian portfolio investment in foreign securities","","","","1"
"United States","20180216 15:00:00","Michigan Consumer Sentiment Index","","","","1"
"United States","20180216 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20180216 20:30:00","CFTC USD NC net positions","","","","1"
"United States","20180216 20:30:00","CFTC Oil NC net positions","","","","1"
"United States","20180216 20:30:00","CFTC Gold NC net positions","","","","1"
"United Kingdom","20180216 20:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20180216 20:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20180216 20:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20180216 20:30:00","CFTC AUD NC net positions","","","","1"
