"country","date","name","actual","consensus","previous","volatility"
"Japan","20170922 00:00:00","Autumnal Equinox Day","","","","0"
"France","20170922 06:45:00","Gross Domestic Product (QoQ)","","","","1"
"France","20170922 07:00:00","Markit Manufacturing PMI","","","","1"
"France","20170922 07:00:00","Markit PMI Composite","","","","1"
"France","20170922 07:00:00","Markit Services PMI","","","","1"
"Germany","20170922 07:30:00","Markit PMI Composite","","","","2"
"Germany","20170922 07:30:00","Markit Manufacturing PMI","","","","2"
"Germany","20170922 07:30:00","Markit Services PMI","","","","2"
"European Monetary Union","20170922 08:00:00","ECB President Draghi's Speech","","","","3"
"European Monetary Union","20170922 08:00:00","Markit Services PMI","","","","2"
"European Monetary Union","20170922 08:00:00","Markit Manufacturing PMI","","","","2"
"European Monetary Union","20170922 08:00:00","Markit PMI Composite","","","","2"
"United Kingdom","20170922 09:00:00","UK Prime Minister Theresa May speech","","","","3"
"European Monetary Union","20170922 09:00:00","UK Prime Minister Theresa May speech","","","","2"
"United Kingdom","20170922 10:00:00","CBI Industrial Trends Survey - Orders (MoM)","","","","1"
" USD"","20170922 11:30:00",""FX Reserves","","","","India"
"Canada","20170922 12:30:00","Retail Sales ex Autos (MoM)","","","","1"
"Canada","20170922 12:30:00","Retail Sales (MoM)","","","","1"
"Canada","20170922 12:30:00","Consumer Price Index (YoY)","","","","2"
"Canada","20170922 12:30:00","Consumer Price Index - Core (MoM)","","","","2"
"Canada","20170922 12:30:00","Bank of Canada Consumer Price Index Core (MoM)","","","","2"
"Canada","20170922 12:30:00","Bank of Canada Consumer Price Index Core (YoY)","","","","2"
"Canada","20170922 12:30:00","Consumer Price Index (MoM)","","","","2"
"Mexico","20170922 13:00:00","Private Spending (QoQ)","","","","1"
"Mexico","20170922 13:00:00","Private Spending (YoY)","","","","1"
"Mexico","20170922 13:00:00","1st half-month Core Inflation","","","","1"
"Mexico","20170922 13:00:00","1st half-month Inflation","","","","1"
"United States","20170922 13:45:00","Markit Manufacturing PMI","","","","2"
"United States","20170922 13:45:00","Markit PMI Composite","","","","2"
"United States","20170922 13:45:00","Markit Services PMI","","","","2"
"United States","20170922 17:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20170922 19:30:00","CFTC USD NC net positions","","","","1"
"United States","20170922 19:30:00","CFTC Oil NC net positions","","","","1"
"United States","20170922 19:30:00","CFTC Gold NC net positions","","","","1"
"United Kingdom","20170922 19:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20170922 19:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20170922 19:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20170922 19:30:00","CFTC AUD NC net positions","","","","1"
