"country","date","name","actual","consensus","previous","volatility"
"Australia","20140619 01:30:00","RBA Bulletin","","","","2"
"Japan","20140619 04:30:00","All Industry Activity Index (MoM)","","-3.700  %","1.500  %","2"
"Switzerland","20140619 04:30:00","SNB Financial Stability Report","","","","2"
"Japan","20140619 05:00:00","Leading Economic Index","",""," 107.100 ","2"
"Switzerland","20140619 07:30:00","SNB Interest Rate Decision","","","0.000  %","2"
"Switzerland","20140619 07:30:00","SNB press conference","","","","2"
"United Kingdom","20140619 08:30:00","Retail Sales (MoM)","","-0.500  %","1.300  %","2"
"United Kingdom","20140619 08:30:00","Retail Sales (YoY)","","4.300  %","6.900  %","2"
"United Kingdom","20140619 08:30:00","Retail Sales ex-Fuel (MoM)","","-0.600  %","1.800  %","2"
"United Kingdom","20140619 08:30:00","Retail Sales ex-Fuel (YoY)","","4.800  %","7.700  %","2"
"India","20140619 12:00:00","Cumulative Industrial Output","","","-0.100  %","1"
"United States","20140619 12:30:00","Initial Jobless Claims",""," 314.000 "," 317.000 ","2"
"United States","20140619 12:30:00","Continuing Jobless Claims",""," 2.600 "," 2.614 ","2"
"Belgium","20140619 13:00:00","Consumer Confidence Index","",""," -6.000 ","1"
"Mexico","20140619 13:00:00","Private Spending (QoQ)","","","0.100  %","1"
"Mexico","20140619 13:00:00","Private Spending (YoY)","","","1.500  %","1"
"United States","20140619 14:00:00","CB Leading Indicator (MoM)","","0.600  %","0.400  %","2"
"United States","20140619 14:00:00","Philadelphia Fed Manufacturing Survey",""," 14.000 "," 15.400 ","1"
"United States","20140619 14:30:00","EIA Natural Gas Storage change","",""," 107.000 ","1"
"Colombia","20140619 17:00:00","Gross Domestic Product (YoY)","","","4.300  %","1"
"United States","20140619 19:00:00","American Petroleum Institute Monthly Report ","","","","1"
"Argentina","20140619 19:00:00","Trade Balance (MoM)","","","$ 926.000 ","1"
"Argentina","20140619 21:00:00","Primary Budget Balance (MoM)","",""," 412.500 ","1"
