"country","date","name","actual","consensus","previous","volatility"
"Australia","20130612 00:30:00","Westpac Consumer Confidence","","","-7.000  %","2"
"Japan","20130612 05:00:00","Bank of Japan Monthly Economic Survey","","","","2"
"Germany","20130612 06:00:00","Consumer Price Index (YoY)","","1.500  %","1.100  %","2"
"Germany","20130612 06:00:00","Consumer Price Index (MoM)","","0.400  %","-0.500  %","2"
"Germany","20130612 06:00:00","Harmonised Index of Consumer Prices (MoM)","","0.300  %","-0.500  %","2"
"Germany","20130612 06:00:00","Harmonised Index of Consumer Prices (YoY)","","1.700  %","1.100  %","2"
"United Kingdom","20130612 08:30:00","Claimant Count Change",""," -5.000 "," -7.300 ","2"
"European Monetary Union","20130612 08:30:00","Claimant Count Change",""," -5.000 "," -7.300 ","2"
"United Kingdom","20130612 08:30:00","Average Earnings including Bonus (3Mo/Yr)","","0.300  %","0.400  %","2"
"United Kingdom","20130612 08:30:00","Claimant Count Rate","","","4.500  %","2"
"United Kingdom","20130612 08:30:00","ILO Unemployment Rate (3M)","","7.800  %","7.800  %","2"
"European Monetary Union","20130612 09:00:00","Industrial Production w.d.a. (YoY)","","-1.200  %","-1.700  %","2"
"Germany","20130612 10:00:00","Germany Constitutional court ruling on OMT bond buying","","","","2"
"United States","20130612 14:30:00","EIA Crude Oil Stocks change","",""," -6.267 ","1"
"United States","20130612 17:00:00","10-Year Note Auction","","","1.810  %","2"
"United States","20130612 18:00:00","Monthly Budget Statement",""," -110.000 "," 112.900 ","2"
"New Zealand","20130612 21:00:00","RBNZ Interest Rate Decision","","2.500  %","2.500  %","3"
"New Zealand","20130612 21:00:00","Monetary Policy Statement ","","","","3"
"Japan","20130612 23:50:00","Foreign bond investment","","","¥ -1,172.500 ","2"
"Japan","20130612 23:50:00","Foreign investment in Japan stocks","","","¥ -191.100 ","2"
