"country","date","name","actual","consensus","previous","volatility"
"Finland","20120326 06:00:00","Export Prices (YoY)","","","0.900  %","1"
"Finland","20120326 06:00:00","Import Prices (YoY)","","","4.900  %","1"
"United Kingdom","20120326 06:00:00","Nationwide Housing Prices n.s.a (YoY)","","","0.900  %","2"
"United Kingdom","20120326 06:00:00","Nationwide Housing Prices s.a (MoM)","","","0.600  %","1"
"Finland","20120326 06:00:00","Producer Price Index (YoY)","","","1.800  %","1"
"Hungary","20120326 07:00:00","Retail Sales (YoY)","","","1.500  %","1"
"Netherlands, The","20120326 07:30:00","Business Confidence","",""," -1.500 ","1"
"Italy","20120326 08:00:00","Consumer Confidence","",""," 94.200 ","1"
"Germany","20120326 08:00:00","IFO - Business Climate",""," 109.600 "," 109.600 ","2"
"Germany","20120326 08:00:00","IFO - Current Assessment",""," 117.000 "," 117.500 ","2"
"Germany","20120326 08:00:00","IFO - Expectations",""," 102.600 "," 102.300 ","2"
"Ireland","20120326 09:00:00","Retail Sales (MoM)","","","1.600  %","1"
"Ireland","20120326 09:00:00","Retail Sales (YoY)","","","-0.800  %","1"
"Poland","20120326 09:00:00","Retail Sales (YoY)","","","14.300  %","1"
"Poland","20120326 09:00:00","Unemployment (MoM)","","","13.200  %","1"
"Turkey","20120326 11:30:00","Capacity Utilization","","","72.900  %","1"
"United States","20120326 12:00:00","Fed's Bernanke Speech","","","","3"
"Turkey","20120326 12:30:00","Manufacturing Confidence","",""," 107.300 ","1"
"United States","20120326 14:00:00","Pending Home Sales (MoM)","","1.000  %","2.000  %","1"
"Mexico","20120326 14:00:00","Trade Balance s/a, $","","","$ -0.469 ","1"
"Mexico","20120326 14:00:00","Trade Balance, $","","","$ -0.287 ","1"
"European Monetary Union","20120326 16:00:00","ECB President Draghi's Speech","","","","3"
"Argentina","20120326 19:00:00","Gross Domestic Product (QoQ)","",""," 1.100 ","1"
"Argentina","20120326 19:00:00","Gross Domestic Product (YoY)","",""," 9.300 ","1"
"Argentina","20120326 19:00:00","Monthly Econ Activity (MoM)","","","5.500  %","1"
"Korea, Republic of","20120326 21:00:00","Consumer Sentiment Index","",""," 100.000 ","1"
"Japan","20120326 23:50:00","Corporate Service Price (YoY)","","-0.300  %","-0.200  %","1"
