"country","date","name","actual","consensus","previous","volatility"
"Australia","20170125 00:30:00","RBA trimmed mean CPI (QoQ)","","","","2"
"Australia","20170125 00:30:00","Consumer Price Index (YoY)","","","","3"
"Australia","20170125 00:30:00","RBA trimmed mean CPI (YoY)","","","","2"
"Australia","20170125 00:30:00","Consumer Price Index (QoQ)","","","","2"
"Switzerland","20170125 07:00:00","UBS Consumption Indicator","","","","2"
"France","20170125 07:45:00","Business Climate","","","","1"
"Germany","20170125 09:00:00","IFO - Current Assessment","","","","2"
"Germany","20170125 09:00:00","IFO - Business Climate","","","","3"
"Germany","20170125 09:00:00","IFO - Expectations","","","","2"
"Italy","20170125 09:00:00","Industrial Sales s.a. (MoM)","","","","1"
"Italy","20170125 09:00:00","Industrial Sales n.s.a. (YoY)","","","","1"
"Italy","20170125 09:00:00","Industrial Orders s.a (MoM)","","","","1"
"Italy","20170125 09:00:00","Industrial Orders n.s.a (YoY)","","","","1"
"Germany","20170125 10:00:00","30-y Bond Auction","","","","1"
"Italy","20170125 10:00:00","Trade Balance non-EU","","","","1"
"United Kingdom","20170125 11:00:00","CBI Industrial Trends Survey - Orders (MoM)","","","","1"
"United States","20170125 12:00:00","MBA Mortgage Applications","","","","1"
"Russia","20170125 12:00:00","Unemployment Rate","","","","1"
"Russia","20170125 13:00:00","Gross Domestic Product Monthly (YoY)","","","","1"
"United States","20170125 14:00:00","Housing Price Index (MoM)","","","","2"
"Mexico","20170125 14:00:00","Retail Sales (YoY)","","","","1"
"Mexico","20170125 14:00:00","Retail Sales (MoM)","","","","1"
"United States","20170125 15:30:00","EIA Crude Oil Stocks change","","","","2"
"United States","20170125 18:00:00","5-Year Note Auction","","","","1"
"New Zealand","20170125 21:45:00","Consumer Price Index (QoQ)","","","","3"
"New Zealand","20170125 21:45:00","Consumer Price Index (YoY)","","","","3"
"New Zealand","20170125 23:00:00","RBNZ Governor Wheeler Speech","","","","2"
"Japan","20170125 23:50:00","Corporate Service Price (YoY)","","","","1"
"Japan","20170125 23:50:00","Foreign bond investment","","","","2"
"Japan","20170125 23:50:00","Foreign investment in Japan stocks","","","","2"
