"country","date","name","actual","consensus","previous","volatility"
"United Kingdom","20170608 00:00:00","Parliamentary Election","","","","3"
"European Monetary Union","20170608 00:00:00","Parliamentary Election","","","","2"
"Australia","20170608 01:30:00","Imports","","","","2"
"Australia","20170608 01:30:00","Exports","","","","2"
"Australia","20170608 01:30:00","Trade Balance","","","","2"
"China","20170608 02:30:00","Imports (YoY)","","","","2"
"China","20170608 02:30:00","Trade Balance CNY","","","","2"
"China","20170608 02:30:00","Imports (YoY) CNY","","","","2"
"China","20170608 02:30:00","Trade Balance USD","","","","2"
"China","20170608 02:30:00","Exports (YoY) CNY","","","","2"
"China","20170608 02:30:00","Exports (YoY)","","","","2"
"Japan","20170608 05:00:00","Eco Watchers Survey: Outlook","","","","2"
"Japan","20170608 05:00:00","Eco Watchers Survey: Current","","","","2"
"Switzerland","20170608 05:45:00","Unemployment Rate s.a (MoM)","","","","2"
"Germany","20170608 06:00:00","Industrial Production n.s.a. w.d.a. (YoY)","","","","1"
"Germany","20170608 06:00:00","Industrial Production s.a. (MoM)","","","","1"
" EUR"","20170608 06:45:00",""Exports","","","","France"
"France","20170608 06:45:00","Trade Balance EUR","","","","1"
" EUR"","20170608 06:45:00",""Imports","","","","France"
"France","20170608 06:45:00","Current Account","","","","1"
"Switzerland","20170608 07:15:00","Consumer Price Index (YoY)","","","","2"
"Switzerland","20170608 07:15:00","Consumer Price Index (MoM)","","","","2"
"Greece","20170608 09:00:00","Unemployment Rate (MoM)","","","","1"
"European Monetary Union","20170608 09:00:00","Gross Domestic Product s.a. (QoQ)","","","","3"
"European Monetary Union","20170608 09:00:00","Gross Domestic Product s.a. (YoY)","","","","3"
"European Monetary Union","20170608 11:45:00","ECB Deposit Rate Decision","","","","3"
"European Monetary Union","20170608 11:45:00","ECB Interest Rate Decision","","","","3"
"Canada","20170608 12:15:00","Housing Starts s.a (YoY)","","","","2"
"United States","20170608 12:30:00","Initial Jobless Claims","","","","2"
"United States","20170608 12:30:00","Continuing Jobless Claims","","","","1"
"European Monetary Union","20170608 12:30:00","ECB Monetary policy statement and press conference","","","","3"
"Canada","20170608 12:30:00","New Housing Price Index (YoY)","","","","2"
"Canada","20170608 12:30:00","New Housing Price Index (MoM)","","","","2"
"Mexico","20170608 13:00:00","Core Inflation","","","","1"
"Mexico","20170608 13:00:00","Headline Inflation","","","","1"
"Mexico","20170608 13:00:00","12-Month Inflation","","","","1"
"Russia","20170608 13:00:00","Central Bank Reserves $","","","","1"
"United States","20170608 14:30:00","EIA Natural Gas Storage change","","","","1"
"Canada","20170608 14:30:00","Financial System Review","","","","1"
"Canada","20170608 15:15:00","BoC Governor Poloz Speech","","","","3"
"Japan","20170608 23:50:00","Money Supply M2+CD (YoY)","","","","1"
