"country","date","name","actual","consensus","previous","volatility"
"European Monetary Union","20180223 00:00:00","European Council meeting","","","","2"
"Russia","20180223 00:00:00",""Defence of the Motherland "","","","","0"
"Germany","20180223 07:00:00","Gross Domestic Product w.d.a (YoY)","","","","2"
"Germany","20180223 07:00:00","Gross Domestic Product (QoQ)","","","","2"
"Germany","20180223 07:00:00","Gross Domestic Product (YoY)","","","","2"
"European Monetary Union","20180223 10:00:00","Consumer Price Index - Core (YoY)","","","","3"
"European Monetary Union","20180223 10:00:00","Consumer Price Index (MoM)","","","","2"
"European Monetary Union","20180223 10:00:00","Consumer Price Index - Core (MoM)","","","","2"
"European Monetary Union","20180223 10:00:00","Consumer Price Index (YoY)","","","","3"
"Brazil","20180223 11:00:00","Unemployment Rate","","","","1"
"Brazil","20180223 11:00:00","Mid-month Inflation","","","","1"
" USD"","20180223 11:30:00",""FX Reserves","","","","India"
"United Kingdom","20180223 12:00:00","BOE Ramsden Speech","","","","2"
"Canada","20180223 13:30:00","Consumer Price Index - Core (MoM)","","","","2"
"Canada","20180223 13:30:00","Consumer Price Index (YoY)","","","","3"
"Canada","20180223 13:30:00","Bank of Canada Consumer Price Index Core (MoM)","","","","2"
"Canada","20180223 13:30:00","Bank of Canada Consumer Price Index Core (YoY)","","","","2"
"Canada","20180223 13:30:00","Consumer Price Index (MoM)","","","","2"
"Mexico","20180223 14:00:00","Gross Domestic Product (QoQ)","","","","1"
"Mexico","20180223 14:00:00","Gross Domestic Product (YoY)","","","","1"
"United States","20180223 15:00:00","Fed Monetary Policy Report","","","","1"
"Mexico","20180223 15:00:00","Accumulated Current Account/GDP","","","","1"
" $ (QoQ)"","20180223 15:00:00",""Current Account","","","","Mexico"
"United States","20180223 15:15:00","Fed's William Dudley speech","","","","2"
"United States","20180223 18:00:00","Baker Hughes US Oil Rig Count","","","","2"
"United States","20180223 18:30:00","FOMC Member Mester speech","","","","2"
"European Monetary Union","20180223 18:30:00","ECB Cœuré Speech","","","","2"
"United States","20180223 20:30:00","CFTC Gold NC net positions","","","","1"
"United States","20180223 20:30:00","CFTC Oil NC net positions","","","","1"
"United States","20180223 20:30:00","CFTC USD NC net positions","","","","1"
"United Kingdom","20180223 20:30:00","CFTC GBP NC net positions","","","","1"
"Japan","20180223 20:30:00","CFTC JPY NC net positions","","","","1"
"European Monetary Union","20180223 20:30:00","CFTC EUR NC net positions","","","","1"
"Australia","20180223 20:30:00","CFTC AUD NC net positions","","","","1"
"United States","20180223 20:40:00","FOMC Member Williams speech","","","","2"
