"country","date","name","actual","consensus","previous","volatility"
"Japan","20140311 03:00:00","BoJ Interest Rate Decision","","","0.100  %","2"
"Japan","20140311 03:00:00","BoJ Monetary Policy Statement ","","","","2"
"Japan","20140311 06:00:00","Machine Tool Orders (YoY)","","","39.600  %","2"
"Japan","20140311 06:30:00","BoJ Press Conference","","","","2"
"Germany","20140311 07:00:00","Trade Balance s.a.","","€ 17.700 ","€ 18.500 ","2"
"Switzerland","20140311 08:15:00","Industrial Production (YoY)","","2.000  %","-2.300  %","2"
"Switzerland","20140311 08:15:00","Industrial Production (QoQ)","","1.000  %","0.700  %","2"
"United Kingdom","20140311 09:30:00","Industrial Production (YoY)","","3.000  %","1.800  %","2"
"United Kingdom","20140311 09:30:00","Manufacturing Production (YoY)","","3.300  %","1.500  %","2"
"United Kingdom","20140311 10:00:00","Inflation Report Hearings","","","","2"
"European Monetary Union","20140311 10:00:00","Inflation Report Hearings","","","","2"
"Brazil","20140311 12:00:00","Industrial Output (MoM)","","","-3.500  %","1"
"Brazil","20140311 12:00:00","Industrial Output (YoY)","","","-2.300  %","1"
"United States","20140311 12:55:00","Redbook index (MoM)","","","-1.300  %","1"
"United States","20140311 12:55:00","Redbook index (YoY)","","","2.700  %","1"
"United States","20140311 14:00:00","Wholesale Inventories","","0.400  %","0.300  %","2"
"United Kingdom","20140311 15:00:00","NIESR GDP Estimate (3M)","","","0.800  %","2"
"United States","20140311 15:30:00","4-Week Bill Auction","","","0.045  %","1"
"Korea, Republic of","20140311 21:00:00","Export Price Growth (YoY)","","","-1.900  %","1"
"Korea, Republic of","20140311 21:00:00","Import Price Growth (YoY)","","","-3.000  %","1"
"New Zealand","20140311 21:00:00","REINZ House Price Index (MoM)","","","-2.400  %","1"
"Korea, Republic of","20140311 23:00:00","Unemployment Rate","","","3.200  %","1"
"Australia","20140311 23:30:00","Westpac Consumer Confidence","","","-3.000  %","2"
"Australia","20140311 23:30:00","Westpac Consumer Confidence Index","",""," 100.200 ","1"
"Japan","20140311 23:50:00","BSI Large Manufacturing (QoQ)",""," 11.300 "," 9.700 ","1"
"Japan","20140311 23:50:00","Domestic Corporate Goods Price Index (YoY)","","2.100  %","2.400  %","1"
"Japan","20140311 23:50:00","Domestic Corporate Goods Price Index (MoM)","","0.200  %","0.100  %","1"
"Japan","20140311 23:50:00","Tertiary Industry Index (MoM)","","0.700  %","-0.400  %","2"
