"country","date","name","actual","consensus","previous","volatility"
"Japan","20130702 01:30:00","Labor Cash Earnings (YoY)","","0.600  %","0.000  %","2"
"Australia","20130702 04:30:00","RBA Interest Rate Decision","","2.750  %","2.750  %","2"
"Australia","20130702 04:30:00","RBA Rate Statement","","","","2"
"United Kingdom","20130702 08:30:00","PMI Construction",""," 51.100 "," 50.800 ","2"
"European Monetary Union","20130702 09:00:00","Producer Price Index (YoY)","","0.000  %","-0.200  %","2"
"Brazil","20130702 12:00:00","Industrial Output (MoM)","","","1.800  %","1"
"Brazil","20130702 12:00:00","Industrial Output (YoY)","","","8.400  %","1"
"United States","20130702 12:55:00","Redbook index (YoY)","","","2.800  %","1"
"United States","20130702 12:55:00","Redbook index (MoM)","","","-0.500  %","1"
"United States","20130702 13:45:00","ISM New York index","",""," 54.400 ","1"
"United States","20130702 14:00:00","Factory Orders (MoM)","","2.000  %","1.000  %","2"
"United States","20130702 14:00:00","IBD/TIPP Economic Optimism (MoM)",""," 49.300 "," 49.000 ","1"
"United States","20130702 15:30:00","4-Week Bill Auction","","","0.030  %","1"
"United States","20130702 16:30:00","Fed's William Dudley speech","","","","1"
"United States","20130702 21:00:00","Total Vehicle Sales",""," 15.400 "," 15.300 ","1"
"United States","20130702 21:45:00","FOMC Member Powell Speech","","","","2"
"United Kingdom","20130702 23:01:00","BRC Shop Price Index (MoM)","","","-0.100  %","1"
"Australia","20130702 23:30:00","AiG Performance of Services Index","",""," 40.600 ","2"
