"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20130130 07:00:00","UBS Consumption Indicator","",""," 1.230 ","2"
"Switzerland","20130130 08:00:00","KOF Leading Indicator",""," 1.160 "," 1.280 ","2"
"United Kingdom","20130130 09:30:00","Mortgage Approvals",""," 54.500 "," 54.036 ","2"
"United Kingdom","20130130 09:30:00","Consumer Credit","","£ 0.200 ","£ 0.100 ","2"
"United Kingdom","20130130 09:30:00","Net Lending to Individuals (MoM)","","£ 0.900 ","£ -0.100 ","2"
"European Monetary Union","20130130 10:00:00","Consumer Confidence",""," -23.900 "," -26.300 ","2"
"Ireland","20130130 12:00:00","Consumer Confidence","","","","1"
"Chile","20130130 12:00:00","Industrial Production (YoY)","","","","1"
"United States","20130130 12:00:00","MBA Mortgage Applications","","","7.000  %","1"
"Brazil","20130130 12:30:00","Nominal Budget Balance","",""," -21.846 ","1"
"Brazil","20130130 12:30:00","Primary Budget Surplus","",""," -5.515 ","1"
"United States","20130130 13:15:00","ADP Employment Change",""," 165.000 "," 215.000 ","2"
"United States","20130130 13:30:00","Gross Domestic Product Annualized","","1.100  %","3.100  %","3"
"United States","20130130 13:30:00","Gross Domestic Purchases Price Index","","","1.600  %","2"
"United States","20130130 13:30:00","Personal Consumption Expenditures Prices (QoQ)","","","1.600  %","2"
"United States","20130130 13:30:00","Core Personal Consumption Expenditures (QoQ)","","1.000  %","1.100  %","2"
"Belgium","20130130 14:00:00","Gross Domestic Product (QoQ)","","","0.000  %","1"
"United States","20130130 15:30:00","EIA Crude Oil Stocks change",""," 2.900 "," 2.813 ","1"
"Germany","20130130 18:00:00","German Buba President Weidmann speech","","","","2"
"United States","20130130 19:15:00","Fed Interest Rate Decision","","0.250  %","0.250  %","3"
"United States","20130130 19:15:00","Fed's Monetary Policy Statement and press conference","","","","3"
"New Zealand","20130130 20:00:00","RBNZ Interest Rate Decision","","2.500  %","2.500  %","3"
"New Zealand","20130130 20:00:00","Monetary Policy Statement ","","","","3"
"Mexico","20130130 20:30:00","Fiscal Balance, pesos","",""," -40.600 ","1"
"Korea, Republic of","20130130 23:00:00","Industrial Output (YoY)","","","-0.800  %","1"
"Korea, Republic of","20130130 23:00:00","Service Sector Output","","","-1.000  %","1"
"Japan","20130130 23:13:00","Nomura/ JMMA Manufacturing Purchasing Manager Index","",""," 45.000 ","2"
"Japan","20130130 23:50:00","Foreign bond investment","","","¥ -35.200 ","1"
"Japan","20130130 23:50:00","Foreign investment in Japan stocks","","","¥ 196.200 ","1"
"Japan","20130130 23:50:00","Industrial Production (YoY)","","","-5.500  %","2"
"Japan","20130130 23:50:00","Industrial Production (MoM)","","4.500  %","-1.400  %","1"
