"country","date","name","actual","consensus","previous","volatility"
"Australia","20150616 01:30:00","RBA Meeting's Minutes","","","","3"
"Australia","20150616 01:30:00","New Motor Vehicle Sales (YoY)","","","","1"
"Australia","20150616 01:30:00","New Motor Vehicle Sales (MoM)","","","","1"
"Switzerland","20150616 05:45:00","SECO Economic Forecasts","","","","2"
"Germany","20150616 06:00:00","Consumer Price Index (YoY)","","","","2"
"Germany","20150616 06:00:00","Harmonised Index of Consumer Prices (YoY)","","","","2"
"Germany","20150616 06:00:00","Consumer Price Index (MoM)","","","","2"
"Germany","20150616 06:00:00","Harmonised Index of Consumer Prices (MoM)","","","","2"
"European Monetary Union","20150616 06:00:00","European Court of Justice Ruling","","","","3"
"United Kingdom","20150616 08:30:00",""PPI Core Output (YoY) n.s.a "","","","","2"
"United Kingdom","20150616 08:30:00","Consumer Price Index (MoM)","","","","3"
"European Monetary Union","20150616 08:30:00","Consumer Price Index (MoM)","","","","2"
"United Kingdom","20150616 08:30:00","Retail Price Index (YoY)","","","","1"
"United Kingdom","20150616 08:30:00","Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20150616 08:30:00","Consumer Price Index (YoY)","","","","2"
"United Kingdom","20150616 08:30:00","Core Consumer Price Index (YoY)","","","","3"
"European Monetary Union","20150616 08:30:00","Core Consumer Price Index (YoY)","","","","2"
"United Kingdom","20150616 08:30:00","Producer Price Index - Input (YoY) n.s.a","","","","2"
"United Kingdom","20150616 08:30:00","Producer Price Index - Input (MoM) n.s.a","","","","2"
"United Kingdom","20150616 08:30:00","Retail Price Index (MoM)","","","","1"
"United Kingdom","20150616 08:30:00","Producer Price Index - Output (YoY) n.s.a","","","","2"
"United Kingdom","20150616 08:30:00","PPI Core Output (MoM) n.s.a","","","","2"
"United Kingdom","20150616 08:30:00","DCLG House Price Index (YoY)","","","","1"
"United Kingdom","20150616 08:30:00","Producer Price Index - Output (MoM) n.s.a","","","","2"
"Germany","20150616 09:00:00","ZEW Survey - Economic Sentiment","","","","2"
"Germany","20150616 09:00:00","ZEW Survey - Current Situation","","","","2"
"Spain","20150616 09:00:00","6-Month Letras Auction","","","","1"
"Spain","20150616 09:00:00","12-Month Letras Auction","","","","1"
"European Monetary Union","20150616 09:00:00","Employment Change (QoQ)","","","","1"
"European Monetary Union","20150616 09:00:00","ZEW Survey - Economic Sentiment","","","","2"
"European Monetary Union","20150616 09:00:00","Employment Change (YoY)","","","","1"
"United States","20150616 12:30:00","Housing Starts (MoM)","","","","2"
"United States","20150616 12:30:00","Building Permits (MoM)","","","","2"
"Canada","20150616 12:30:00","Canadian portfolio investment in foreign securities","","","","1"
"Canada","20150616 12:30:00","Foreign portfolio investment in Canadian securities","","","","1"
"United States","20150616 12:55:00","Redbook index (YoY)","","","","1"
"United States","20150616 12:55:00","Redbook index (MoM)","","","","1"
"United Kingdom","20150616 13:30:00","CB Leading Economic Index","","","","1"
"New Zealand","20150616 14:00:00","GDT Price Index","","","","1"
"United States","20150616 15:30:00","4-Week Bill Auction","","","","1"
"New Zealand","20150616 22:45:00","Current Account (QoQ)","","","","1"
"New Zealand","20150616 22:45:00","Current Account - GDP Ratio","","","","1"
"Japan","20150616 23:50:00","Adjusted Merchandise Trade Balance","","","","2"
"Japan","20150616 23:50:00","Merchandise Trade Balance Total","","","","2"
"Japan","20150616 23:50:00","Imports (YoY)","","","","2"
"Japan","20150616 23:50:00","Exports (YoY)","","","","2"
