"country","date","name","actual","consensus","previous","volatility"
"Australia","20140410 01:00:00","Consumer Inflation Expectation","","","2.100  %","2"
"Australia","20140410 01:30:00","Unemployment Rate s.a.","","6.000  %","6.000  %","2"
"Australia","20140410 01:30:00","Employment Change s.a.",""," 5,000.000 "," 47,300.000 ","2"
"Australia","20140410 01:30:00","Fulltime employment","",""," 80,500.000 ","2"
"China","20140410 02:00:00","Trade Balance","","$ 0.900 ","$ -22.980 ","2"
"Japan","20140410 06:00:00","Machine Tool Orders (YoY)","","","26.000  %","2"
"European Monetary Union","20140410 08:00:00","ECB Monthly Report","","","","2"
"United Kingdom","20140410 11:00:00","BoE Interest Rate Decision","","0.500  %","0.500  %","2"
"European Monetary Union","20140410 11:00:00","BoE Interest Rate Decision","","0.500  %","0.500  %","2"
"United Kingdom","20140410 11:00:00","BoE Asset Purchase Facility","","£ 375.000 ","£ 375.000 ","2"
"European Monetary Union","20140410 11:00:00","BoE Asset Purchase Facility","","£ 375.000 ","£ 375.000 ","2"
"United States","20140410 12:30:00","Import Price Index (MoM)","","0.200  %","0.900  %","1"
"United States","20140410 12:30:00","Export Price Index (MoM)","","0.200  %","0.600  %","1"
"United States","20140410 12:30:00","Export Price Index (YoY)","","","-1.300  %","1"
"United States","20140410 12:30:00","Import Price Index (YoY)","","-0.900  %","-1.100  %","1"
"United States","20140410 12:30:00","Initial Jobless Claims",""," 320.000 "," 326.000 ","2"
"United States","20140410 12:30:00","Continuing Jobless Claims",""," 2.850 "," 2.836 ","2"
"Canada","20140410 12:30:00","New Housing Price Index (MoM)","","0.100  %","0.300  %","1"
"Canada","20140410 12:30:00","New Housing Price Index (YoY)","","","1.500  %","2"
"United States","20140410 14:30:00","EIA Natural Gas Storage change","",""," -74.000 ","1"
"United States","20140410 17:00:00","30-Year Bond Auction","","","3.630  %","1"
"United States","20140410 18:00:00","Monthly Budget Statement","","$ -78.000 ","$ -193.500 ","2"
"New Zealand","20140410 21:45:00","Food Price Index (MoM)","","","-1.000  %","1"
"Japan","20140410 23:50:00","BoJ Monetary Policy Meeting Minutes","","","","3"
"Japan","20140410 23:50:00","Domestic Corporate Goods Price Index (MoM)","","0.100  %","-0.200  %","1"
"Japan","20140410 23:50:00","Domestic Corporate Goods Price Index (YoY)","","1.700  %","1.800  %","1"
"Japan","20140410 23:50:00","Money Supply M2+CD (YoY)","","3.900  %","4.000  %","1"
