"country","date","name","actual","consensus","previous","volatility"
"Australia","20130807 01:30:00","Home Loans","","2.000  %","1.800  %","2"
"Australia","20130807 01:30:00","RBA Assist Gov Debelle Speech","","","","2"
"Switzerland","20130807 05:45:00","SECO Consumer Climate (3m)",""," 0.000 "," -5.000 ","2"
"Switzerland","20130807 07:15:00","Consumer Price Index (YoY)","","-0.100  %","-0.100  %","2"
"United Kingdom","20130807 09:30:00","Bank of England Quarterly Inflation Report","","","","2"
"European Monetary Union","20130807 09:30:00","Bank of England Quarterly Inflation Report","","","","2"
"United Kingdom","20130807 09:30:00","Mark Carney speaks at UK Parliament","","","","2"
"European Monetary Union","20130807 09:30:00","Mark Carney speaks at UK Parliament","","","","2"
"Germany","20130807 10:00:00","Industrial Production s.a. w.d.a. (YoY)","","-0.400  %","-1.000  %","2"
"Poland","20130807 12:00:00","Central Bank FX Reserves","","","€ 81.930 ","1"
"Brazil","20130807 12:00:00","IPCA Inflation","","","0.260  %","1"
"Canada","20130807 12:30:00","Building Permits (MoM)","","-3.200  %","4.500  %","2"
"Chile","20130807 12:30:00","Trade Balance","","","$ 608.000 ","1"
"Hungary","20130807 14:00:00","Budget Balance","",""," -162.300 ","1"
"Canada","20130807 14:00:00","Ivey Purchasing Managers Index","",""," 56.600 ","2"
"Canada","20130807 14:00:00","Ivey Purchasing Managers Index s.a",""," 57.000 "," 55.300 ","2"
"United States","20130807 14:30:00","EIA Crude Oil Stocks change","",""," 0.431 ","1"
"Turkey","20130807 14:30:00","Treasury Cash Balance","",""," -0.294 ","1"
"United States","20130807 17:00:00","10-Year Note Auction","","","2.670  %","2"
"United States","20130807 19:00:00","Consumer Credit Change","","$ 15.000 ","$ 19.600 ","2"
"Japan","20130807 23:50:00","Bank lending (YoY)","","1.900  %","1.900  %","2"
"Japan","20130807 23:50:00","Current Account n.s.a.","","¥ 393.000 ","¥ 540.700 ","1"
"Japan","20130807 23:50:00","Foreign investment in Japan stocks","","","¥ -61.800 ","2"
"Japan","20130807 23:50:00","Foreign bond investment","","","¥ 233.200 ","2"
"Japan","20130807 23:50:00","Trade Balance - BOP Basis","","¥ -128.700 ","¥ -906.700 ","2"
