"country","date","name","actual","consensus","previous","volatility"
"Japan","20160321 00:00:00","Vernal Equinox Day","","","","0"
"United Kingdom","20160321 00:01:00","Rightmove House Price Index (YoY)","","","","2"
"United Kingdom","20160321 00:01:00","Rightmove House Price Index (MoM)","","","","2"
"European Monetary Union","20160321 09:00:00","Current Account n.s.a","","","","1"
"European Monetary Union","20160321 09:00:00","Current Account s.a","","","","1"
"Germany","20160321 11:00:00","German Buba Monthly Report","","","","1"
"United Kingdom","20160321 11:00:00","CBI Industrial Trends Survey - Orders (MoM)","","","","1"
"India","20160321 11:30:00","Trade Deficit - RBI","","","","1"
"India","20160321 11:30:00","Balance Payment $","","","","1"
"India","20160321 11:30:00","Current Account Balance $","","","","1"
"Portugal","20160321 12:00:00","Current Account Balance","","","","1"
"United States","20160321 12:30:00",""Chicago Fed National Activity Index "","","","","2"
"United States","20160321 14:00:00","Existing Home Sales (MoM)","","","","1"
"United States","20160321 14:00:00","Existing Home Sales Change (MoM)","","","","1"
"Australia","20160321 14:30:00","CB Leading Indicator","","","","1"
"European Monetary Union","20160321 15:00:00","Consumer Confidence","","","","1"
"United States","20160321 15:30:00","3-Month Bill Auction","","","","1"
"United States","20160321 15:30:00","6-Month Bill Auction","","","","1"
"United States","20160321 16:40:00","Fed's Lockhart speech","","","","1"
