"country","date","name","actual","consensus","previous","volatility"
"China","20130903 01:00:00","Non-manufacturing PMI","",""," 54.100 ","2"
"Australia","20130903 01:30:00","Retail Sales s.a. (MoM)","","0.400  %","0.000  %","2"
"Australia","20130903 04:30:00","RBA Interest Rate Decision","","2.500  %","2.500  %","2"
"Australia","20130903 04:30:00","RBA Rate Statement","","","","2"
"Switzerland","20130903 05:45:00","Gross Domestic Product s.a. (QoQ)","","0.300  %","0.600  %","2"
"Switzerland","20130903 05:45:00","Gross Domestic Product (YoY)","","1.700  %","1.100  %","2"
"United Kingdom","20130903 08:30:00","PMI Construction",""," 56.900 "," 57.000 ","2"
"European Monetary Union","20130903 09:00:00","Producer Price Index (YoY)","","0.100  %","0.300  %","2"
"Brazil","20130903 12:00:00","Industrial Output (MoM)","","","1.900  %","1"
"Brazil","20130903 12:00:00","Industrial Output (YoY)","","","3.100  %","1"
"Slovakia","20130903 12:30:00","Current Account Balance EUR","","","€ 437.000 ","1"
"United States","20130903 12:58:00","Markit Manufacturing PMI",""," 54.000 "," 53.700 ","2"
"Singapore","20130903 13:30:00","Purchasing Managers Index","",""," 51.800 ","1"
"United States","20130903 14:00:00","Construction Spending (MoM)","","0.300  %","-0.600  %","2"
"United States","20130903 14:00:00","IBD/TIPP Economic Optimism (MoM)",""," 46.200 "," 45.100 ","1"
"United States","20130903 14:00:00","ISM Manufacturing PMI",""," 54.500 "," 55.400 ","3"
"United States","20130903 14:00:00","ISM Prices Paid",""," 51.600 "," 49.000 ","2"
"United Kingdom","20130903 23:01:00","BRC Shop Price Index (MoM)","","","-0.500  %","1"
"Australia","20130903 23:30:00","AiG Performance of Services Index","",""," 39.400 ","1"
