"country","date","name","actual","consensus","previous","volatility"
"Switzerland","20150529 05:45:00","GDP (QoQ)  (Q1)","GDP (QoQ)  (Q1)","-0.2%","-0.1%","2"
"Switzerland","20150529 05:45:00","GDP (YoY)  (Q1)","GDP (YoY)  (Q1)","1.1%","1.5%","2"
"Germany","20150529 06:00:00","German Retail Sales (MoM)  (Apr)","German Retail Sales (MoM)  (Apr)","1.7%","0.8%","2"
"France","20150529 06:45:00","French Consumer Spending (MoM)  (Apr)","French Consumer Spending (MoM)  (Apr)","0.1%","0.2%","2"
"Switzerland","20150529 07:00:00","KOF Leading Indicators  (May)","KOF Leading Indicators  (May)","93.1","90.0","2"
"Spain","20150529 07:00:00","Spanish CPI (YoY)  (May)","Spanish CPI (YoY)  (May)","-0.2%","-0.5%","2"
"Spain","20150529 07:00:00","Spanish HICP (YoY)  (May)","Spanish HICP (YoY)  (May)","-0.3%","-0.6%","2"
"Italy","20150529 09:00:00","Italian CPI (MoM)  (May)","Italian CPI (MoM)  (May)","0.2%","0.1%","2"
"India","20150529 12:00:00","GDP Annual  (12M)","GDP Annual  (12M)","7.3%","7.4%","1"
"India","20150529 12:00:00","GDP Quarterly (YoY)  (Q4)","GDP Quarterly (YoY)  (Q4)","7.5%","7.3%","2"
"Brazil","20150529 12:00:00","GDP (QoQ)  (Q1)","GDP (QoQ)  (Q1)","-0.2%","-0.5%","2"
"Brazil","20150529 12:00:00","GDP (YoY)  (Q1)","GDP (YoY)  (Q1)","-1.6%","-1.8%","2"
"South Africa","20150529 12:00:00","Trade Balance  (Apr)","Trade Balance  (Apr)","-2.51B","-5.50B","1"
"United States","20150529 12:30:00","Corporate Profits (QoQ)  (Q1)","Corporate Profits (QoQ)  (Q1)","-8.7%","","1"
"United States","20150529 12:30:00","GDP (QoQ)  (Q1)","GDP (QoQ)  (Q1)","-0.7%","-0.8%","3"
"United States","20150529 12:30:00","GDP Price Index (QoQ)  (Q1)","GDP Price Index (QoQ)  (Q1)","-0.1%","-0.1%","2"
"United States","20150529 12:30:00","Real Consumer Spending  (Q1)","Real Consumer Spending  (Q1)","1.8%","2.0%","1"
"Canada","20150529 12:30:00","GDP Implicit Price (QoQ)  (Q1)","GDP Implicit Price (QoQ)  (Q1)","-0.50%","","1"
"Canada","20150529 12:30:00","GDP (MoM)  (Mar)","GDP (MoM)  (Mar)","-0.2%","0.2%","3"
"Canada","20150529 12:30:00","GDP (QoQ)  (Q1)","GDP (QoQ)  (Q1)","-0.1%","","2"
"Canada","20150529 12:30:00","GDP Annualized (QoQ)  (Q1)","GDP Annualized (QoQ)  (Q1)","-0.6%","0.3%","2"
"India","20150529 12:45:00","Federal Fiscal Deficit  (Apr)","Federal Fiscal Deficit  (Apr)","1,275.23B","","1"
"Brazil","20150529 13:30:00","Debt-to-GDP ratio  (Apr)","Debt-to-GDP ratio  (Apr)","33.8%","33.0%","1"
"Brazil","20150529 13:30:00","Budget Balance  (Apr)","Budget Balance  (Apr)","11.230B","-50.000B","1"
"Brazil","20150529 13:30:00","Budget Surplus  (Apr)","Budget Surplus  (Apr)","13.440B","10.500B","1"
"United States","20150529 13:45:00","Chicago PMI  (May)","Chicago PMI  (May)","46.2","53.0","2"
"United States","20150529 14:00:00","Michigan 5-Year Inflation Expectations  (May)","Michigan 5-Year Inflation Expectations  (May)","2.80%","","1"
"United States","20150529 14:00:00","Michigan Consumer Expectations  (May)","Michigan Consumer Expectations  (May)","84.2","83.1","2"
"United States","20150529 14:00:00","Michigan Consumer Sentiment  (May)","Michigan Consumer Sentiment  (May)","90.7","89.9","2"
"United States","20150529 14:00:00","Michigan Current Conditions  (May)","Michigan Current Conditions  (May)","100.8","100.5","1"
"United States","20150529 14:00:00","Michigan Inflation Expectations  (May)","Michigan Inflation Expectations  (May)","2.8%","","1"
"United States","20150529 14:30:00","ECRI Weekly Annualized (WoW)","ECRI Weekly Annualized (WoW)","","","1"
"United States","20150529 14:30:00","ECRI Weekly Index","ECRI Weekly Index","","","1"
"Canada","20150529 15:00:00","Budget Balance  (Mar)","Budget Balance  (Mar)","0.00B","","1"
"Canada","20150529 15:00:00","Budget Balance (YoY)  (Mar)","Budget Balance (YoY)  (Mar)","0.00B","","1"
"United Kingdom","20150529 19:30:00","CFTC GBP speculative net positions","CFTC GBP speculative net positions","","","2"
"United States","20150529 19:30:00","CFTC Copper speculative net positions","CFTC Copper speculative net positions","","","1"
"United States","20150529 19:30:00","CFTC Gold speculative net positions","CFTC Gold speculative net positions","","","2"
"United States","20150529 19:30:00","CFTC S&P 500 speculative net positions","CFTC S&P 500 speculative net positions","","","2"
"United States","20150529 19:30:00","CFTC Silver speculative net positions","CFTC Silver speculative net positions","","","1"
"Canada","20150529 19:30:00","CFTC CAD speculative net positions","CFTC CAD speculative net positions","","","1"
"Switzerland","20150529 19:30:00","CFTC CHF speculative net positions","CFTC CHF speculative net positions","","","1"
"Australia","20150529 19:30:00","CFTC AUD speculative net positions","CFTC AUD speculative net positions","","","2"
"Japan","20150529 19:30:00","CFTC JPY speculative net positions","CFTC JPY speculative net positions","","","2"
"New Zealand","20150529 19:30:00","CFTC NZD speculative net positions","CFTC NZD speculative net positions","","","1"
"Russia","20150529 19:30:00","CFTC RUB speculative positions","CFTC RUB speculative positions","","","2"
"European Monetary Union","20150529 19:30:00","CFTC EUR speculative net positions","CFTC EUR speculative net positions","","","2"
